Tertiary control power Weekly;;;;;;;;;;;;
;;;;;;;;;;;;
Date;Description;Power offered MW;Power allocated MW;Price CHF/MW;;0;;;;;;
28.12.2015;TRL-_l;5;5;680;0.68;0;;;;;;READ!!
28.12.2015;TRL-_l;16;16;849;0.849;0.849;0;;1.499;1.499;;1.499
28.12.2015;TRL-_l;5;5;880;0.88;0.88;0;;1.499;0;;1.91
28.12.2015;TRL-_l;5;5;979;0.979;0.979;0;;1.499;0;;2.141
28.12.2015;TRL-_l;5;5;988;0.988;0.988;0;;1.499;0;;1.299
28.12.2015;TRL-_l;6;6;999;0.999;0.999;0;;1.499;0;;1.426
28.12.2015;TRL-_l;100;35;1099;1.099;1.099;0;;1.499;0;;1.138
28.12.2015;TRL-_l;75;40;1499;1.499;1.499;0;;1.499;0;;1.188
28.12.2015;TRL-_l;59;0;2999;2.999;1.499;0;;1.499;0;;0.799
28.12.2015;TRL-_l;65;0;4000;4;1.499;1.499;;1.499;0;;0.699
28.12.2015;TRL-_l;10;0;5040;5.04;1.499;1.499;;1.499;0;;0.659
28.12.2015;TRL-_l;15;0;7303;7.303;1.499;1.499;;1.91;1.91;;0.525
28.12.2015;TRL-_l;30;0;7424;7.424;1.499;1.499;;1.91;0;;0.68
28.12.2015;TRL-_l;10;0;8400;8.4;1.499;1.499;;1.91;0;;0.488
28.12.2015;TRL-_l;10;0;9670;9.67;1.499;1.499;;1.91;0;;0.517
28.12.2015;TRL-_l;65;0;15000;15;1.499;1.499;;1.91;0;;0.444
28.12.2015;TRL-_l;65;0;50000;50;1.499;1.499;;1.91;0;;0.38
28.12.2015;TRL-_l;60;0;99999;99.999;1.499;1.499;;1.91;0;;0.399
04.01.2016;TRL-_l;5;5;680;0.68;1.499;1.499;;1.91;0;;0.358
04.01.2016;TRL-_l;16;16;779;0.779;0.779;0;;1.91;0;;0.399
04.01.2016;TRL-_l;100;65;988;0.988;0.988;0;;1.91;0;;0.44
04.01.2016;TRL-_l;17;17;1092;1.092;1.092;0;;1.91;0;;0.449
04.01.2016;TRL-_l;6;6;1399;1.399;1.399;0;;1.91;0;;0.429
04.01.2016;TRL-_l;65;65;1499;1.499;1.499;0;;2.141;2.141;;0.399
04.01.2016;TRL-_l;50;20;1901;1.901;1.901;0;;2.141;0;;0.368
04.01.2016;TRL-_l;5;0;2222;2.222;1.901;0;;2.141;0;;0.335
04.01.2016;TRL-_l;75;0;2291;2.291;1.901;1.901;;2.141;0;;0.295
04.01.2016;TRL-_l;5;0;2450;2.45;1.901;1.901;;2.141;0;;0.248
04.01.2016;TRL-_l;59;0;2499;2.499;1.901;1.901;;2.141;0;;0.175
04.01.2016;TRL-_l;10;0;4200;4.2;1.901;1.901;;2.141;0;;0.146
04.01.2016;TRL-_l;10;0;6720;6.72;1.901;1.901;;2.141;0;;0.139
04.01.2016;TRL-_l;15;0;7701;7.701;1.901;1.901;;2.141;0;;0.125
04.01.2016;TRL-_l;30;0;9588;9.588;1.901;1.901;;1.299;1.299;;0.92
04.01.2016;TRL-_l;10;0;11111;11.111;1.901;1.901;;1.299;0;;0.172
04.01.2016;TRL-_l;65;0;15000;15;1.901;1.901;;1.299;0;;0.127
04.01.2016;TRL-_l;65;0;50000;50;1.901;1.901;;1.299;0;;0.158
04.01.2016;TRL-_l;30;0;99999;99.999;1.901;1.901;;1.299;0;;0.137
11.01.2016;TRL-_l;5;5;745;0.745;1.901;1.901;;1.299;0;;0.297
11.01.2016;TRL-_l;20;20;869;0.869;0.869;0;;1.299;0;;0.399
11.01.2016;TRL-_l;5;5;990;0.99;0.99;0;;1.299;0;;0.388
11.01.2016;TRL-_l;6;6;999;0.999;0.999;0;;1.299;0;;0.31
11.01.2016;TRL-_l;100;35;999;0.999;0.999;0;;1.299;0;;0.26
11.01.2016;TRL-_l;10;10;1176;1.176;1.176;0;;1.299;0;;0.292
11.01.2016;TRL-_l;65;65;1249;1.249;1.249;0;;1.299;0;;0.349
11.01.2016;TRL-_l;17;17;1319;1.319;1.319;0;;1.299;0;;0.398
11.01.2016;TRL-_l;35;35;1499;1.499;1.499;0;;1.299;0;;1.256
11.01.2016;TRL-_l;50;50;1880;1.88;1.88;0;;1.299;0;;1.14
11.01.2016;TRL-_l;5;5;1988;1.988;1.988;0;;1.299;0;;1.49
11.01.2016;TRL-_l;5;5;1999;1.999;1.999;0;;1.299;0;;1.148
11.01.2016;TRL-_l;75;10;2141;2.141;2.141;0;;1.299;0;;1.299
11.01.2016;TRL-_l;5;0;2400;2.4;2.141;0;;1.426;1.426;;2.495
11.01.2016;TRL-_l;10;0;3360;3.36;2.141;2.141;;1.426;0;;1.984
11.01.2016;TRL-_l;25;0;5554;5.554;2.141;2.141;;1.426;0;;1.745
11.01.2016;TRL-_l;15;0;7792;7.792;2.141;2.141;;1.426;0;;1.562
11.01.2016;TRL-_l;20;0;7944;7.944;2.141;2.141;;1.426;0;;1.989
11.01.2016;TRL-_l;65;0;15000;15;2.141;2.141;;1.426;0;;1.444
11.01.2016;TRL-_l;10;0;19999;19.999;2.141;2.141;;1.426;0;;1.699
11.01.2016;TRL-_l;65;0;50000;50;2.141;2.141;;1.426;0;;
11.01.2016;TRL-_l;30;0;99999;99.999;2.141;2.141;;1.426;0;;
18.01.2016;TRL-_l;6;6;899;0.899;2.141;2.141;;1.426;0;;
18.01.2016;TRL-_l;5;5;940;0.94;0.94;0;;1.426;0;;
18.01.2016;TRL-_l;6;6;999;0.999;0.999;0;;1.138;1.138;;
18.01.2016;TRL-_l;36;36;1038;1.038;1.038;0;;1.138;0;;
18.01.2016;TRL-_l;100;35;1299;1.299;1.299;0;;1.138;0;;
18.01.2016;TRL-_l;35;35;1299;1.299;1.299;0;;1.138;0;;
18.01.2016;TRL-_l;50;0;1439;1.439;1.299;1.299;;1.138;0;;
18.01.2016;TRL-_l;5;0;1663.2;1.6632;1.299;1.299;;1.138;0;;
18.01.2016;TRL-_l;5;0;1780.8;1.7808;1.299;1.299;;1.138;0;;
18.01.2016;TRL-_l;5;0;1790;1.79;1.299;1.299;;1.138;0;;
18.01.2016;TRL-_l;5;0;1931;1.931;1.299;1.299;;1.138;0;;
18.01.2016;TRL-_l;5;0;1945;1.945;1.299;1.299;;1.138;0;;
18.01.2016;TRL-_l;65;0;1999;1.999;1.299;1.299;;1.138;0;;
18.01.2016;TRL-_l;10;0;2016;2.016;1.299;1.299;;1.138;0;;
18.01.2016;TRL-_l;5;0;2800;2.8;1.299;1.299;;1.188;1.188;;
18.01.2016;TRL-_l;7;0;2850;2.85;1.299;1.299;;1.188;0;;
18.01.2016;TRL-_l;75;0;3293;3.293;1.299;1.299;;1.188;0;;
18.01.2016;TRL-_l;5;0;4200;4.2;1.299;1.299;;1.188;0;;
18.01.2016;TRL-_l;20;0;7944;7.944;1.299;1.299;;1.188;0;;
18.01.2016;TRL-_l;10;0;12037;12.037;1.299;1.299;;1.188;0;;
18.01.2016;TRL-_l;65;0;15000;15;1.299;1.299;;1.188;0;;
18.01.2016;TRL-_l;15;0;25145;25.145;1.299;1.299;;1.188;0;;
18.01.2016;TRL-_l;30;0;99999;99.999;1.299;1.299;;1.188;0;;
25.01.2016;TRL-_l;5;5;899;0.899;1.299;1.299;;1.188;0;;
25.01.2016;TRL-_l;5;5;958;0.958;0.958;0;;1.188;0;;
25.01.2016;TRL-_l;6;6;1044;1.044;1.044;0;;1.188;0;;
25.01.2016;TRL-_l;10;10;1092;1.092;1.092;0;;0.799;0.799;;
25.01.2016;TRL-_l;16;16;1126;1.126;1.126;0;;0.799;0;;
25.01.2016;TRL-_l;50;50;1147;1.147;1.147;0;;0.799;0;;
25.01.2016;TRL-_l;35;0;1199;1.199;1.147;0;;0.799;0;;
25.01.2016;TRL-_l;5;5;1276;1.276;1.276;0;;0.799;0;;
25.01.2016;TRL-_l;5;5;1426;1.426;1.426;0;;0.799;0;;
25.01.2016;TRL-_l;65;0;1499;1.499;1.426;0;;0.799;0;;
25.01.2016;TRL-_l;5;0;1995;1.995;1.426;1.426;;0.799;0;;
25.01.2016;TRL-_l;5;0;2800;2.8;1.426;1.426;;0.799;0;;
25.01.2016;TRL-_l;5;0;3192;3.192;1.426;1.426;;0.799;0;;
25.01.2016;TRL-_l;75;0;3799;3.799;1.426;1.426;;0.799;0;;
25.01.2016;TRL-_l;15;0;6287;6.287;1.426;1.426;;0.799;0;;
25.01.2016;TRL-_l;20;0;6972;6.972;1.426;1.426;;0.799;0;;
25.01.2016;TRL-_l;25;0;7940;7.94;1.426;1.426;;0.799;0;;
25.01.2016;TRL-_l;100;0;10000;10;1.426;1.426;;0.799;0;;
25.01.2016;TRL-_l;65;0;15000;15;1.426;1.426;;0.799;0;;
25.01.2016;TRL-_l;30;0;99899;99.899;1.426;1.426;;0.699;0.699;;
01.02.2016;TRL-_l;6;6;999;0.999;1.426;1.426;;0.699;0;;
01.02.2016;TRL-_l;5;5;1024;1.024;1.024;0;;0.699;0;;
01.02.2016;TRL-_l;10;10;1041.6;1.0416;1.0416;0;;0.699;0;;
01.02.2016;TRL-_l;35;35;1044;1.044;1.044;0;;0.699;0;;
01.02.2016;TRL-_l;6;6;1079;1.079;1.079;0;;0.699;0;;
01.02.2016;TRL-_l;16;15;1108;1.108;1.108;0;;0.699;0;;
01.02.2016;TRL-_l;50;50;1138;1.138;1.138;0;;0.699;0;;
01.02.2016;TRL-_l;65;0;1159;1.159;1.138;0;;0.699;0;;
01.02.2016;TRL-_l;25;0;1493;1.493;1.138;1.138;;0.699;0;;
01.02.2016;TRL-_l;5;0;1677;1.677;1.138;1.138;;0.699;0;;
01.02.2016;TRL-_l;65;0;1699;1.699;1.138;1.138;;0.699;0;;
01.02.2016;TRL-_l;5;0;1724;1.724;1.138;1.138;;0.699;0;;
01.02.2016;TRL-_l;6;0;1994;1.994;1.138;1.138;;0.659;0.659;;
01.02.2016;TRL-_l;15;0;2510;2.51;1.138;1.138;;0.659;0;;
01.02.2016;TRL-_l;10;0;2999;2.999;1.138;1.138;;0.659;0;;
01.02.2016;TRL-_l;5;0;3192;3.192;1.138;1.138;;0.659;0;;
01.02.2016;TRL-_l;75;0;3799;3.799;1.138;1.138;;0.659;0;;
01.02.2016;TRL-_l;20;0;6972;6.972;1.138;1.138;;0.659;0;;
01.02.2016;TRL-_l;65;0;15000;15;1.138;1.138;;0.659;0;;
08.02.2016;TRL-_l;50;50;947;0.947;1.138;1.138;;0.659;0;;
08.02.2016;TRL-_l;10;10;990;0.99;0.99;0;;0.659;0;;
08.02.2016;TRL-_l;10;10;991.2;0.9912;0.9912;0;;0.659;0;;
08.02.2016;TRL-_l;6;6;999;0.999;0.999;0;;0.659;0;;
08.02.2016;TRL-_l;65;65;1049;1.049;1.049;0;;0.659;0;;
