Tertiary control power Daily;;;;;;;;
;;;;;;;;
Date;Time;Description;Power offered MW;Power allocated MW;Price CHF/MW;;;
22.08.2016;04:00 - 08:00;TRL-_s_04-08;7;7;17.5;0.0175;0.0175;0.0175
22.08.2016;04:00 - 08:00;TRL-_s_04-08;6;6;17.6;0.0176;0.0176;0.0176
22.08.2016;04:00 - 08:00;TRL-_s_04-08;7;7;17.8;0.0178;0.0178;0.0178
22.08.2016;04:00 - 08:00;TRL-_s_04-08;5;5;17.9;0.0179;0.0179;0.0179
22.08.2016;04:00 - 08:00;TRL-_s_04-08;50;35;24.2;0.0242;0.0242;0.0242
22.08.2016;04:00 - 08:00;TRL-_s_04-08;20;0;47.5;0.0475;0.0242;0
22.08.2016;04:00 - 08:00;TRL-_s_04-08;50;0;49;0.049;0.0242;0
22.08.2016;04:00 - 08:00;TRL-_s_04-08;20;0;74;0.074;0.0242;0
22.08.2016;04:00 - 08:00;TRL-_s_04-08;20;0;230;0.23;0.0242;0
22.08.2016;04:00 - 08:00;TRL-_s_04-08;70;0;499;0.499;0.0242;0
22.08.2016;04:00 - 08:00;TRL-_s_04-08;65;0;500;0.5;0.0242;0
22.08.2016;04:00 - 08:00;TRL-_s_04-08;65;0;500;0.5;0.0242;0
22.08.2016;08:00 - 12:00;TRL-_s_08-12;10;10;1.5;0.0015;0.0015;0.0015
22.08.2016;08:00 - 12:00;TRL-_s_08-12;6;5;1.7;0.0017;0.0017;0.0017
22.08.2016;08:00 - 12:00;TRL-_s_08-12;10;10;1.9;0.0019;0.0019;0.0019
22.08.2016;08:00 - 12:00;TRL-_s_08-12;9;9;2.6;0.0026;0.0026;0.0026
22.08.2016;08:00 - 12:00;TRL-_s_08-12;7;7;2.8;0.0028;0.0028;0.0028
22.08.2016;08:00 - 12:00;TRL-_s_08-12;6;5;2.94;0.00294;0.00294;0.00294
22.08.2016;08:00 - 12:00;TRL-_s_08-12;50;50;3.5;0.0035;0.0035;0.0035
22.08.2016;08:00 - 12:00;TRL-_s_08-12;6;0;3.8;0.0038;0.0035;0
22.08.2016;08:00 - 12:00;TRL-_s_08-12;10;0;4;0.004;0.0035;0
22.08.2016;08:00 - 12:00;TRL-_s_08-12;15;0;5;0.005;0.0035;0
22.08.2016;08:00 - 12:00;TRL-_s_08-12;8;0;8;0.008;0.0035;0
22.08.2016;08:00 - 12:00;TRL-_s_08-12;50;0;14;0.014;0.0035;0
22.08.2016;08:00 - 12:00;TRL-_s_08-12;60;0;240;0.24;0.0035;0
22.08.2016;08:00 - 12:00;TRL-_s_08-12;70;0;249;0.249;0.0035;0
22.08.2016;08:00 - 12:00;TRL-_s_08-12;65;0;500;0.5;0.0035;0
22.08.2016;08:00 - 12:00;TRL-_s_08-12;65;0;500;0.5;0.0035;0
22.08.2016;12:00 - 16:00;TRL-_s_12-16;10;10;2;0.002;0.002;0.002
22.08.2016;12:00 - 16:00;TRL-_s_12-16;6;6;3.6;0.0036;0.0036;0.0036
22.08.2016;12:00 - 16:00;TRL-_s_12-16;10;10;4.2;0.0042;0.0042;0.0042
22.08.2016;12:00 - 16:00;TRL-_s_12-16;6;5;4.74;0.00474;0.00474;0.00474
22.08.2016;12:00 - 16:00;TRL-_s_12-16;5;5;4.9;0.0049;0.0049;0.0049
22.08.2016;12:00 - 16:00;TRL-_s_12-16;9;9;5;0.005;0.005;0.005
22.08.2016;12:00 - 16:00;TRL-_s_12-16;50;50;5;0.005;0.005;0
22.08.2016;12:00 - 16:00;TRL-_s_12-16;10;0;5;0.005;0.005;0
22.08.2016;12:00 - 16:00;TRL-_s_12-16;7;0;5.8;0.0058;0.005;0
22.08.2016;12:00 - 16:00;TRL-_s_12-16;6;0;6.8;0.0068;0.005;0
22.08.2016;12:00 - 16:00;TRL-_s_12-16;15;0;7;0.007;0.005;0
22.08.2016;12:00 - 16:00;TRL-_s_12-16;8;0;8;0.008;0.005;0
22.08.2016;12:00 - 16:00;TRL-_s_12-16;50;0;16;0.016;0.005;0
22.08.2016;12:00 - 16:00;TRL-_s_12-16;65;0;89;0.089;0.005;0
22.08.2016;12:00 - 16:00;TRL-_s_12-16;60;0;240;0.24;0.005;0
22.08.2016;12:00 - 16:00;TRL-_s_12-16;70;0;289;0.289;0.005;0
22.08.2016;12:00 - 16:00;TRL-_s_12-16;65;0;500;0.5;0.005;0
22.08.2016;16:00 - 20:00;TRL-_s_16-20;10;10;2.5;0.0025;0.0025;0.0025
22.08.2016;16:00 - 20:00;TRL-_s_16-20;6;6;2.6;0.0026;0.0026;0.0026
22.08.2016;16:00 - 20:00;TRL-_s_16-20;10;10;3.8;0.0038;0.0038;0.0038
22.08.2016;16:00 - 20:00;TRL-_s_16-20;9;9;4;0.004;0.004;0.004
22.08.2016;16:00 - 20:00;TRL-_s_16-20;10;10;4;0.004;0.004;0
22.08.2016;16:00 - 20:00;TRL-_s_16-20;50;50;4.5;0.0045;0.0045;0.0045
22.08.2016;16:00 - 20:00;TRL-_s_16-20;7;0;4.8;0.0048;0.0045;0
22.08.2016;16:00 - 20:00;TRL-_s_16-20;6;0;5.3;0.0053;0.0045;0
22.08.2016;16:00 - 20:00;TRL-_s_16-20;15;0;6;0.006;0.0045;0
22.08.2016;16:00 - 20:00;TRL-_s_16-20;7;0;7.4;0.0074;0.0045;0
22.08.2016;16:00 - 20:00;TRL-_s_16-20;5;0;7.5;0.0075;0.0045;0
22.08.2016;16:00 - 20:00;TRL-_s_16-20;50;0;18;0.018;0.0045;0
22.08.2016;16:00 - 20:00;TRL-_s_16-20;60;0;240;0.24;0.0045;0
22.08.2016;16:00 - 20:00;TRL-_s_16-20;70;0;249;0.249;0.0045;0
22.08.2016;16:00 - 20:00;TRL-_s_16-20;65;0;500;0.5;0.0045;0
22.08.2016;16:00 - 20:00;TRL-_s_16-20;65;0;500;0.5;0.0045;0
22.08.2016;20:00 - 00:00;TRL-_s_20-24;10;10;3.5;0.0035;0.0035;0.0035
22.08.2016;20:00 - 00:00;TRL-_s_20-24;10;10;4.5;0.0045;0.0045;0.0045
22.08.2016;20:00 - 00:00;TRL-_s_20-24;6;6;4.6;0.0046;0.0046;0.0046
22.08.2016;20:00 - 00:00;TRL-_s_20-24;9;9;5;0.005;0.005;0.005
22.08.2016;20:00 - 00:00;TRL-_s_20-24;10;10;5;0.005;0.005;0
22.08.2016;20:00 - 00:00;TRL-_s_20-24;50;50;5;0.005;0.005;0
22.08.2016;20:00 - 00:00;TRL-_s_20-24;6;0;6.8;0.0068;0.005;0
22.08.2016;20:00 - 00:00;TRL-_s_20-24;15;0;7;0.007;0.005;0
22.08.2016;20:00 - 00:00;TRL-_s_20-24;7;0;7.4;0.0074;0.005;0
22.08.2016;20:00 - 00:00;TRL-_s_20-24;5;0;7.5;0.0075;0.005;0
22.08.2016;20:00 - 00:00;TRL-_s_20-24;5;0;7.8;0.0078;0.005;0
22.08.2016;20:00 - 00:00;TRL-_s_20-24;50;0;21;0.021;0.005;0
22.08.2016;20:00 - 00:00;TRL-_s_20-24;60;0;240;0.24;0.005;0
22.08.2016;20:00 - 00:00;TRL-_s_20-24;70;0;249;0.249;0.005;0
22.08.2016;20:00 - 00:00;TRL-_s_20-24;65;0;500;0.5;0.005;0
22.08.2016;20:00 - 00:00;TRL-_s_20-24;65;0;500;0.5;0.005;0
23.08.2016;00:00 - 04:00;TRL-_s_00-04;6;6;5.1;0.0051;0.0051;0.0051
23.08.2016;00:00 - 04:00;TRL-_s_00-04;5;5;7;0.007;0.007;0.007
23.08.2016;00:00 - 04:00;TRL-_s_00-04;10;10;7.7;0.0077;0.0077;0.0077
23.08.2016;00:00 - 04:00;TRL-_s_00-04;15;15;9;0.009;0.009;0.009
23.08.2016;00:00 - 04:00;TRL-_s_00-04;5;5;11.9;0.0119;0.0119;0.0119
23.08.2016;00:00 - 04:00;TRL-_s_00-04;10;10;14.9;0.0149;0.0149;0.0149
23.08.2016;00:00 - 04:00;TRL-_s_00-04;10;10;15;0.015;0.015;0.015
23.08.2016;00:00 - 04:00;TRL-_s_00-04;9;9;17.5;0.0175;0.0175;0.0175
23.08.2016;00:00 - 04:00;TRL-_s_00-04;7;7;17.8;0.0178;0.0178;0.0178
23.08.2016;00:00 - 04:00;TRL-_s_00-04;5;5;17.9;0.0179;0.0179;0.0179
23.08.2016;00:00 - 04:00;TRL-_s_00-04;50;10;24;0.024;0.024;0.024
23.08.2016;00:00 - 04:00;TRL-_s_00-04;20;0;36.9;0.0369;0.024;0
23.08.2016;00:00 - 04:00;TRL-_s_00-04;20;0;56;0.056;0.024;0
23.08.2016;00:00 - 04:00;TRL-_s_00-04;50;0;69;0.069;0.024;0
23.08.2016;00:00 - 04:00;TRL-_s_00-04;20;0;240;0.24;0.024;0
23.08.2016;00:00 - 04:00;TRL-_s_00-04;70;0;399;0.399;0.024;0
23.08.2016;00:00 - 04:00;TRL-_s_00-04;65;0;500;0.5;0.024;0
23.08.2016;00:00 - 04:00;TRL-_s_00-04;65;0;500;0.5;0.024;0
23.08.2016;04:00 - 08:00;TRL-_s_04-08;5;5;9;0.009;0.009;0.009
23.08.2016;04:00 - 08:00;TRL-_s_04-08;15;15;15;0.015;0.015;0.015
23.08.2016;04:00 - 08:00;TRL-_s_04-08;10;10;15.5;0.0155;0.0155;0.0155
23.08.2016;04:00 - 08:00;TRL-_s_04-08;7;0;17.5;0.0175;0.0155;0
23.08.2016;04:00 - 08:00;TRL-_s_04-08;6;0;17.6;0.0176;0.0155;0
23.08.2016;04:00 - 08:00;TRL-_s_04-08;7;0;17.8;0.0178;0.0155;0
23.08.2016;04:00 - 08:00;TRL-_s_04-08;5;0;17.9;0.0179;0.0155;0
23.08.2016;04:00 - 08:00;TRL-_s_04-08;65;65;24;0.024;0.024;0.024
23.08.2016;04:00 - 08:00;TRL-_s_04-08;50;0;47;0.047;0.024;0
23.08.2016;04:00 - 08:00;TRL-_s_04-08;20;0;47.5;0.0475;0.024;0
23.08.2016;04:00 - 08:00;TRL-_s_04-08;50;0;69;0.069;0.024;0
23.08.2016;04:00 - 08:00;TRL-_s_04-08;20;0;74;0.074;0.024;0
23.08.2016;04:00 - 08:00;TRL-_s_04-08;20;0;230;0.23;0.024;0
23.08.2016;04:00 - 08:00;TRL-_s_04-08;70;0;499;0.499;0.024;0
23.08.2016;04:00 - 08:00;TRL-_s_04-08;65;0;500;0.5;0.024;0
23.08.2016;08:00 - 12:00;TRL-_s_08-12;5;5;1;0.001;0.001;0.001
23.08.2016;08:00 - 12:00;TRL-_s_08-12;6;5;1.7;0.0017;0.0017;0.0017
23.08.2016;08:00 - 12:00;TRL-_s_08-12;10;10;1.9;0.0019;0.0019;0.0019
23.08.2016;08:00 - 12:00;TRL-_s_08-12;7;7;2.57;0.00257;0.00257;0.00257
23.08.2016;08:00 - 12:00;TRL-_s_08-12;9;9;2.6;0.0026;0.0026;0.0026
23.08.2016;08:00 - 12:00;TRL-_s_08-12;7;0;2.8;0.0028;0.0026;0
23.08.2016;08:00 - 12:00;TRL-_s_08-12;10;10;3;0.003;0.003;0.003
23.08.2016;08:00 - 12:00;TRL-_s_08-12;50;50;3.5;0.0035;0.0035;0.0035
23.08.2016;08:00 - 12:00;TRL-_s_08-12;6;0;3.8;0.0038;0.0035;0
23.08.2016;08:00 - 12:00;TRL-_s_08-12;15;0;5;0.005;0.0035;0
23.08.2016;08:00 - 12:00;TRL-_s_08-12;9;0;8;0.008;0.0035;0
23.08.2016;08:00 - 12:00;TRL-_s_08-12;50;0;14;0.014;0.0035;0
23.08.2016;08:00 - 12:00;TRL-_s_08-12;60;0;240;0.24;0.0035;0
23.08.2016;08:00 - 12:00;TRL-_s_08-12;70;0;249;0.249;0.0035;0
23.08.2016;08:00 - 12:00;TRL-_s_08-12;65;0;500;0.5;0.0035;0
23.08.2016;08:00 - 12:00;TRL-_s_08-12;65;0;500;0.5;0.0035;0
23.08.2016;12:00 - 16:00;TRL-_s_12-16;5;5;1.5;0.0015;0.0015;0.0015
23.08.2016;12:00 - 16:00;TRL-_s_12-16;6;5;3.6;0.0036;0.0036;0.0036
23.08.2016;12:00 - 16:00;TRL-_s_12-16;10;10;4;0.004;0.004;0.004
23.08.2016;12:00 - 16:00;TRL-_s_12-16;10;10;4.2;0.0042;0.0042;0.0042
23.08.2016;12:00 - 16:00;TRL-_s_12-16;7;7;4.44;0.00444;0.00444;0.00444
23.08.2016;12:00 - 16:00;TRL-_s_12-16;5;0;4.9;0.0049;0.00444;0
23.08.2016;12:00 - 16:00;TRL-_s_12-16;50;50;5;0.005;0.005;0.005
23.08.2016;12:00 - 16:00;TRL-_s_12-16;9;9;5;0.005;0.005;0
23.08.2016;12:00 - 16:00;TRL-_s_12-16;7;0;5.8;0.0058;0.005;0
23.08.2016;12:00 - 16:00;TRL-_s_12-16;6;0;6.8;0.0068;0.005;0
23.08.2016;12:00 - 16:00;TRL-_s_12-16;15;0;7;0.007;0.005;0
23.08.2016;12:00 - 16:00;TRL-_s_12-16;9;0;8;0.008;0.005;0
23.08.2016;12:00 - 16:00;TRL-_s_12-16;50;0;16;0.016;0.005;0
23.08.2016;12:00 - 16:00;TRL-_s_12-16;65;0;89;0.089;0.005;0
23.08.2016;12:00 - 16:00;TRL-_s_12-16;60;0;240;0.24;0.005;0
23.08.2016;12:00 - 16:00;TRL-_s_12-16;70;0;289;0.289;0.005;0
23.08.2016;12:00 - 16:00;TRL-_s_12-16;65;0;500;0.5;0.005;0
23.08.2016;16:00 - 20:00;TRL-_s_16-20;5;5;2.5;0.0025;0.0025;0.0025
23.08.2016;16:00 - 20:00;TRL-_s_16-20;6;5;2.6;0.0026;0.0026;0.0026
23.08.2016;16:00 - 20:00;TRL-_s_16-20;10;10;3.8;0.0038;0.0038;0.0038
23.08.2016;16:00 - 20:00;TRL-_s_16-20;9;9;4;0.004;0.004;0.004
23.08.2016;16:00 - 20:00;TRL-_s_16-20;10;10;4;0.004;0.004;0
23.08.2016;16:00 - 20:00;TRL-_s_16-20;50;50;4.5;0.0045;0.0045;0.0045
23.08.2016;16:00 - 20:00;TRL-_s_16-20;7;7;4.8;0.0048;0.0048;0.0048
23.08.2016;16:00 - 20:00;TRL-_s_16-20;6;0;5.3;0.0053;0.0048;0
23.08.2016;16:00 - 20:00;TRL-_s_16-20;15;0;6;0.006;0.0048;0
23.08.2016;16:00 - 20:00;TRL-_s_16-20;8;0;7.4;0.0074;0.0048;0
23.08.2016;16:00 - 20:00;TRL-_s_16-20;5;0;7.5;0.0075;0.0048;0
23.08.2016;16:00 - 20:00;TRL-_s_16-20;50;0;18;0.018;0.0048;0
23.08.2016;16:00 - 20:00;TRL-_s_16-20;60;0;240;0.24;0.0048;0
23.08.2016;16:00 - 20:00;TRL-_s_16-20;70;0;249;0.249;0.0048;0
23.08.2016;16:00 - 20:00;TRL-_s_16-20;65;0;500;0.5;0.0048;0
23.08.2016;16:00 - 20:00;TRL-_s_16-20;65;0;500;0.5;0.0048;0
23.08.2016;20:00 - 00:00;TRL-_s_20-24;5;5;3;0.003;0.003;0.003
23.08.2016;20:00 - 00:00;TRL-_s_20-24;10;10;4.5;0.0045;0.0045;0.0045
23.08.2016;20:00 - 00:00;TRL-_s_20-24;6;5;4.6;0.0046;0.0046;0.0046
23.08.2016;20:00 - 00:00;TRL-_s_20-24;15;15;5;0.005;0.005;0.005
23.08.2016;20:00 - 00:00;TRL-_s_20-24;50;50;5;0.005;0.005;0
23.08.2016;20:00 - 00:00;TRL-_s_20-24;10;10;5;0.005;0.005;0
23.08.2016;20:00 - 00:00;TRL-_s_20-24;6;0;6.8;0.0068;0.005;0
23.08.2016;20:00 - 00:00;TRL-_s_20-24;7;0;7.4;0.0074;0.005;0
23.08.2016;20:00 - 00:00;TRL-_s_20-24;5;0;7.5;0.0075;0.005;0
23.08.2016;20:00 - 00:00;TRL-_s_20-24;5;0;7.8;0.0078;0.005;0
23.08.2016;20:00 - 00:00;TRL-_s_20-24;50;0;21;0.021;0.005;0
23.08.2016;20:00 - 00:00;TRL-_s_20-24;60;0;240;0.24;0.005;0
23.08.2016;20:00 - 00:00;TRL-_s_20-24;70;0;249;0.249;0.005;0
23.08.2016;20:00 - 00:00;TRL-_s_20-24;65;0;500;0.5;0.005;0
23.08.2016;20:00 - 00:00;TRL-_s_20-24;65;0;500;0.5;0.005;0
24.08.2016;00:00 - 04:00;TRL-_s_00-04;10;10;10;0.01;0.01;0.01
24.08.2016;00:00 - 04:00;TRL-_s_00-04;5;5;11.9;0.0119;0.0119;0.0119
24.08.2016;00:00 - 04:00;TRL-_s_00-04;10;0;15;0.015;0.0119;0
24.08.2016;00:00 - 04:00;TRL-_s_00-04;10;10;15;0.015;0.015;0.015
24.08.2016;00:00 - 04:00;TRL-_s_00-04;9;5;16.8;0.0168;0.0168;0.0168
24.08.2016;00:00 - 04:00;TRL-_s_00-04;65;65;17;0.017;0.017;0.017
24.08.2016;00:00 - 04:00;TRL-_s_00-04;9;0;17.5;0.0175;0.017;0
24.08.2016;00:00 - 04:00;TRL-_s_00-04;20;0;23;0.023;0.017;0
24.08.2016;00:00 - 04:00;TRL-_s_00-04;10;0;26;0.026;0.017;0
24.08.2016;00:00 - 04:00;TRL-_s_00-04;50;0;36;0.036;0.017;0
24.08.2016;00:00 - 04:00;TRL-_s_00-04;50;0;69;0.069;0.017;0
24.08.2016;00:00 - 04:00;TRL-_s_00-04;16;0;149;0.149;0.017;0
24.08.2016;00:00 - 04:00;TRL-_s_00-04;60;0;240;0.24;0.017;0
24.08.2016;00:00 - 04:00;TRL-_s_00-04;70;0;399;0.399;0.017;0
24.08.2016;00:00 - 04:00;TRL-_s_00-04;65;0;500;0.5;0.017;0
24.08.2016;04:00 - 08:00;TRL-_s_04-08;10;10;12;0.012;0.012;0.012
24.08.2016;04:00 - 08:00;TRL-_s_04-08;9;9;16.8;0.0168;0.0168;0.0168
24.08.2016;04:00 - 08:00;TRL-_s_04-08;7;7;17.5;0.0175;0.0175;0.0175
24.08.2016;04:00 - 08:00;TRL-_s_04-08;16;16;18;0.018;0.018;0.018
24.08.2016;04:00 - 08:00;TRL-_s_04-08;80;49;18.05;0.01805;0.01805;0.01805
24.08.2016;04:00 - 08:00;TRL-_s_04-08;5;5;23;0.023;0.023;0.023
24.08.2016;04:00 - 08:00;TRL-_s_04-08;10;0;26;0.026;0.023;0
24.08.2016;04:00 - 08:00;TRL-_s_04-08;50;0;69;0.069;0.023;0
24.08.2016;04:00 - 08:00;TRL-_s_04-08;60;0;230;0.23;0.023;0
24.08.2016;04:00 - 08:00;TRL-_s_04-08;70;0;499;0.499;0.023;0
24.08.2016;04:00 - 08:00;TRL-_s_04-08;65;0;500;0.5;0.023;0
24.08.2016;04:00 - 08:00;TRL-_s_04-08;65;0;500;0.5;0.023;0
24.08.2016;08:00 - 12:00;TRL-_s_08-12;10;10;2.2;0.0022;0.0022;0.0022
24.08.2016;08:00 - 12:00;TRL-_s_08-12;6;6;2.3;0.0023;0.0023;0.0023
24.08.2016;08:00 - 12:00;TRL-_s_08-12;6;6;2.37;0.00237;0.00237;0.00237
24.08.2016;08:00 - 12:00;TRL-_s_08-12;10;10;2.5;0.0025;0.0025;0.0025
24.08.2016;08:00 - 12:00;TRL-_s_08-12;9;9;2.6;0.0026;0.0026;0.0026
24.08.2016;08:00 - 12:00;TRL-_s_08-12;16;16;2.8;0.0028;0.0028;0.0028
24.08.2016;08:00 - 12:00;TRL-_s_08-12;9;9;2.8;0.0028;0.0028;0
24.08.2016;08:00 - 12:00;TRL-_s_08-12;10;0;4;0.004;0.0028;0
24.08.2016;08:00 - 12:00;TRL-_s_08-12;80;30;4.86;0.00486;0.00486;0.00486
24.08.2016;08:00 - 12:00;TRL-_s_08-12;50;0;14;0.014;0.00486;0
24.08.2016;08:00 - 12:00;TRL-_s_08-12;60;0;240;0.24;0.00486;0
24.08.2016;08:00 - 12:00;TRL-_s_08-12;70;0;249;0.249;0.00486;0
24.08.2016;08:00 - 12:00;TRL-_s_08-12;65;0;500;0.5;0.00486;0
24.08.2016;08:00 - 12:00;TRL-_s_08-12;65;0;500;0.5;0.00486;0
24.08.2016;12:00 - 16:00;TRL-_s_12-16;10;10;3.5;0.0035;0.0035;0.0035
24.08.2016;12:00 - 16:00;TRL-_s_12-16;6;0;3.8;0.0038;0.0035;0
24.08.2016;12:00 - 16:00;TRL-_s_12-16;5;5;3.9;0.0039;0.0039;0.0039
24.08.2016;12:00 - 16:00;TRL-_s_12-16;10;0;3.9;0.0039;0.0039;0
24.08.2016;12:00 - 16:00;TRL-_s_12-16;7;0;3.97;0.00397;0.0039;0
24.08.2016;12:00 - 16:00;TRL-_s_12-16;9;0;4.3;0.0043;0.0039;0
24.08.2016;12:00 - 16:00;TRL-_s_12-16;16;0;4.5;0.0045;0.0039;0
24.08.2016;12:00 - 16:00;TRL-_s_12-16;10;0;4.8;0.0048;0.0039;0
24.08.2016;12:00 - 16:00;TRL-_s_12-16;80;80;4.85;0.00485;0.00485;0.00485
24.08.2016;12:00 - 16:00;TRL-_s_12-16;5;0;7;0.007;0.00485;0
24.08.2016;12:00 - 16:00;TRL-_s_12-16;50;0;16;0.016;0.00485;0
24.08.2016;12:00 - 16:00;TRL-_s_12-16;65;0;89;0.089;0.00485;0
24.08.2016;12:00 - 16:00;TRL-_s_12-16;9;0;149;0.149;0.00485;0
24.08.2016;12:00 - 16:00;TRL-_s_12-16;60;0;240;0.24;0.00485;0
24.08.2016;12:00 - 16:00;TRL-_s_12-16;70;0;289;0.289;0.00485;0
24.08.2016;12:00 - 16:00;TRL-_s_12-16;65;0;500;0.5;0.00485;0
24.08.2016;16:00 - 20:00;TRL-_s_16-20;16;16;3.5;0.0035;0.0035;0.0035
24.08.2016;16:00 - 20:00;TRL-_s_16-20;10;0;3.5;0.0035;0.0035;0
24.08.2016;16:00 - 20:00;TRL-_s_16-20;10;0;3.7;0.0037;0.0035;0
24.08.2016;16:00 - 20:00;TRL-_s_16-20;6;0;3.8;0.0038;0.0035;0
24.08.2016;16:00 - 20:00;TRL-_s_16-20;9;0;4.3;0.0043;0.0035;0
24.08.2016;16:00 - 20:00;TRL-_s_16-20;80;80;4.5;0.0045;0.0045;0.0045
24.08.2016;16:00 - 20:00;TRL-_s_16-20;10;0;4.8;0.0048;0.0045;0
24.08.2016;16:00 - 20:00;TRL-_s_16-20;8;0;7.4;0.0074;0.0045;0
24.08.2016;16:00 - 20:00;TRL-_s_16-20;50;0;18;0.018;0.0045;0
24.08.2016;16:00 - 20:00;TRL-_s_16-20;9;0;149;0.149;0.0045;0
24.08.2016;16:00 - 20:00;TRL-_s_16-20;60;0;240;0.24;0.0045;0
24.08.2016;16:00 - 20:00;TRL-_s_16-20;70;0;249;0.249;0.0045;0
24.08.2016;16:00 - 20:00;TRL-_s_16-20;65;0;500;0.5;0.0045;0
24.08.2016;16:00 - 20:00;TRL-_s_16-20;65;0;500;0.5;0.0045;0
24.08.2016;20:00 - 00:00;TRL-_s_20-24;6;0;3.8;0.0038;0.0045;0
24.08.2016;20:00 - 00:00;TRL-_s_20-24;10;10;4;0.004;0.004;0.004
24.08.2016;20:00 - 00:00;TRL-_s_20-24;9;5;4.3;0.0043;0.0043;0.0043
24.08.2016;20:00 - 00:00;TRL-_s_20-24;10;0;4.8;0.0048;0.0043;0
24.08.2016;20:00 - 00:00;TRL-_s_20-24;80;80;4.85;0.00485;0.00485;0.00485
24.08.2016;20:00 - 00:00;TRL-_s_20-24;10;0;4.9;0.0049;0.00485;0
24.08.2016;20:00 - 00:00;TRL-_s_20-24;5;0;7;0.007;0.00485;0
24.08.2016;20:00 - 00:00;TRL-_s_20-24;7;0;7.4;0.0074;0.00485;0
24.08.2016;20:00 - 00:00;TRL-_s_20-24;50;0;21;0.021;0.00485;0
24.08.2016;20:00 - 00:00;TRL-_s_20-24;16;0;149;0.149;0.00485;0
24.08.2016;20:00 - 00:00;TRL-_s_20-24;60;0;240;0.24;0.00485;0
24.08.2016;20:00 - 00:00;TRL-_s_20-24;70;0;249;0.249;0.00485;0
24.08.2016;20:00 - 00:00;TRL-_s_20-24;65;0;500;0.5;0.00485;0
24.08.2016;20:00 - 00:00;TRL-_s_20-24;65;0;500;0.5;0.00485;0
25.08.2016;00:00 - 04:00;TRL-_s_00-04;10;10;8.7;0.0087;0.0087;0.0087
25.08.2016;00:00 - 04:00;TRL-_s_00-04;10;10;11;0.011;0.011;0.011
25.08.2016;00:00 - 04:00;TRL-_s_00-04;6;6;11.6;0.0116;0.0116;0.0116
25.08.2016;00:00 - 04:00;TRL-_s_00-04;9;9;14.5;0.0145;0.0145;0.0145
25.08.2016;00:00 - 04:00;TRL-_s_00-04;10;10;16;0.016;0.016;0.016
25.08.2016;00:00 - 04:00;TRL-_s_00-04;16;16;16;0.016;0.016;0
25.08.2016;00:00 - 04:00;TRL-_s_00-04;95;32;16.02;0.01602;0.01602;0.01602
25.08.2016;00:00 - 04:00;TRL-_s_00-04;5;0;17.9;0.0179;0.01602;0
25.08.2016;00:00 - 04:00;TRL-_s_00-04;5;0;21;0.021;0.01602;0
25.08.2016;00:00 - 04:00;TRL-_s_00-04;50;0;69;0.069;0.01602;0
25.08.2016;00:00 - 04:00;TRL-_s_00-04;60;0;240;0.24;0.01602;0
25.08.2016;00:00 - 04:00;TRL-_s_00-04;70;0;399;0.399;0.01602;0
25.08.2016;00:00 - 04:00;TRL-_s_00-04;65;0;500;0.5;0.01602;0
25.08.2016;00:00 - 04:00;TRL-_s_00-04;65;0;500;0.5;0.01602;0
25.08.2016;04:00 - 08:00;TRL-_s_04-08;10;10;13;0.013;0.013;0.013
25.08.2016;04:00 - 08:00;TRL-_s_04-08;7;7;13.2;0.0132;0.0132;0.0132
25.08.2016;04:00 - 08:00;TRL-_s_04-08;95;51;17.6;0.0176;0.0176;0.0176
25.08.2016;04:00 - 08:00;TRL-_s_04-08;5;5;17.9;0.0179;0.0179;0.0179
25.08.2016;04:00 - 08:00;TRL-_s_04-08;16;16;21;0.021;0.021;0.021
25.08.2016;04:00 - 08:00;TRL-_s_04-08;6;6;21;0.021;0.021;0
25.08.2016;04:00 - 08:00;TRL-_s_04-08;50;0;69;0.069;0.021;0
25.08.2016;04:00 - 08:00;TRL-_s_04-08;60;0;230;0.23;0.021;0
25.08.2016;04:00 - 08:00;TRL-_s_04-08;70;0;499;0.499;0.021;0
25.08.2016;04:00 - 08:00;TRL-_s_04-08;65;0;500;0.5;0.021;0
25.08.2016;04:00 - 08:00;TRL-_s_04-08;65;0;500;0.5;0.021;0
25.08.2016;08:00 - 12:00;TRL-_s_08-12;10;10;2.3;0.0023;0.0023;0.0023
25.08.2016;08:00 - 12:00;TRL-_s_08-12;6;6;2.3;0.0023;0.0023;0
25.08.2016;08:00 - 12:00;TRL-_s_08-12;10;10;2.5;0.0025;0.0025;0.0025
25.08.2016;08:00 - 12:00;TRL-_s_08-12;6;6;2.74;0.00274;0.00274;0.00274
25.08.2016;08:00 - 12:00;TRL-_s_08-12;6;6;2.8;0.0028;0.0028;0.0028
25.08.2016;08:00 - 12:00;TRL-_s_08-12;12;12;3;0.003;0.003;0.003
25.08.2016;08:00 - 12:00;TRL-_s_08-12;16;16;3.3;0.0033;0.0033;0.0033
25.08.2016;08:00 - 12:00;TRL-_s_08-12;95;30;4.89;0.00489;0.00489;0.00489
25.08.2016;08:00 - 12:00;TRL-_s_08-12;5;0;8;0.008;0.00489;0
25.08.2016;08:00 - 12:00;TRL-_s_08-12;50;0;14;0.014;0.00489;0
25.08.2016;08:00 - 12:00;TRL-_s_08-12;60;0;240;0.24;0.00489;0
25.08.2016;08:00 - 12:00;TRL-_s_08-12;70;0;249;0.249;0.00489;0
