
    Input_energy(t,conv,z) := data table 
                               1         2         3         4         5         6         7         8         9        10        11
                     !  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------
(   1, Gas_CHP       )                                                                                             499.444          
(  16, Solar_PV      )   136.913   136.913   136.913   136.913   136.913   136.913   136.913   136.913   136.913
(  16, Solar_thermal )     1.400     1.400     1.400     1.400     1.400     1.400     1.400     1.400     1.400
(  17, Gas_CHP       )  1974.295  1974.295  1974.295  1974.295  1974.295  1974.295  1974.295  1974.295  1974.295
(  17, Heat_pump     )   134.452   134.452   134.452   134.452   134.452   134.452   134.452   134.452   134.452
(  17, Solar_PV      )    19.838    19.838    19.838    19.838    19.838    19.838    19.838    19.838    19.838
(  17, Solar_thermal )     0.203     0.203     0.203     0.203     0.203     0.203     0.203     0.203     0.203
(  18, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  18, Heat_pump     )   360.719   360.719   360.719   360.719   360.719   360.719   360.719   360.719   360.719
(  19, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  19, Heat_pump     )   323.219   323.219   323.219   323.219   323.219   323.219   323.219   323.219   323.219
(  20, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  21, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  21, Heat_pump     )   116.276   116.276   116.276   116.276   116.276   116.276   116.276   116.276   116.276
(  22, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  22, Heat_pump     )   502.906   502.906   502.906   502.906   502.906   502.906   502.906   502.906   502.906
(  23, Gas_CHP       )  2337.908  2337.908  2337.908  2337.908  2337.908  2337.908  2337.908  2337.908  2337.908
(  24, Gas_CHP       )   963.391   963.391   963.391   963.391   963.391   963.391   963.391   963.391   963.391
(  25, Gas_CHP       )   463.391   463.391   963.391   463.391   463.391   463.391   463.391   463.391   463.391
(  26, Gas_CHP       )   463.391   463.391   463.391   463.391   463.391   463.391   463.391   963.391   463.391
(  27, Gas_CHP       )  1054.647  1054.647  1054.647  1054.647  1054.647  1054.647  1054.647  1054.647  1054.647
(  28, Gas_CHP       )   952.012   992.186   854.287  1316.730   992.186   992.186   992.186   946.682   992.186
(  28, Heat_pump     )   109.001   121.053    79.684    68.417   121.053   121.053   121.053   107.402   121.053
(  29, Gas_CHP       )  1019.913  1019.913  1019.913  1019.913  1019.913  1019.913  1019.913  1019.913  1019.913
(  29, Heat_pump     )   147.083   147.083   147.083   147.083   147.083   147.083   147.083   147.083   147.083
(  30, Gas_CHP       )  1057.321  1057.321  1057.321  1057.321  1057.321  1057.321  1057.321  1057.321  1057.321
(  30, Heat_pump     )   141.016   141.016   141.016   141.016   141.016   141.016   141.016   141.016   141.016
(  31, Gas_CHP       )  2084.747  2084.747  2084.747  2084.747  2084.747  2084.747  2084.747  2084.747  2084.747
(  31, Heat_pump     )   294.693   294.693   294.693   294.693   294.693   294.693   294.693   294.693   294.693
(  32, Gas_CHP       )  2902.569  2902.569  2902.569  2902.569  2902.569  2902.569  2902.569  2902.569  3227.112
(  32, Heat_pump     )   472.990   472.990   472.990   472.990   472.990   472.990   472.990   472.990   420.353
(  33, Gas_CHP       )  3192.777  3192.777  3192.777  3192.777  3192.777  3192.777  3192.777  3192.777  3192.777
(  33, Heat_pump     )   575.898   575.898   575.898   575.898   575.898   575.898   575.898   575.898   575.898
(  33, Solar_PV      )    15.792    15.792    15.792    15.792    15.792    15.792    15.792    15.792    15.792
(  33, Solar_thermal )     0.161     0.161     0.161     0.161     0.161     0.161     0.161     0.161     0.161
(  34, Gas_CHP       )  3633.333  3296.361  3296.361  3296.361  3296.361  3296.361  3296.361  3296.361  3296.361
(  34, Heat_pump     )   650.329   687.500   687.500   687.500   687.500   687.500   687.500   687.500   687.500
(  34, Solar_PV      )    68.383    68.383    68.383    68.383    68.383    68.383    68.383    68.383    68.383
(  34, Solar_thermal )     0.699     0.699     0.699     0.699     0.699     0.699     0.699     0.699     0.699
(  35, Gas_CHP       )  2941.627  2941.627  2941.627  2941.627  2941.627  2941.627  2941.627  2941.627  2941.627
(  35, Heat_pump     )   624.287   624.287   624.287   624.287   624.287   624.287   624.287   624.287   624.287
(  35, Solar_PV      )   122.484   122.484   122.484   122.484   122.484   122.484   122.484   122.484   122.484
(  35, Solar_thermal )     1.252     1.252     1.252     1.252     1.252     1.252     1.252     1.252     1.252
(  36, Gas_CHP       )  3090.662  3090.662  3090.662  3090.662  3090.662  3090.662  3090.662  3090.662  3090.662
(  36, Heat_pump     )   434.461   434.461   434.461   434.461   434.461   434.461   434.461   434.461   434.461
(  36, Solar_PV      )   143.032   143.032   143.032   143.032   143.032   143.032   143.032   143.032   143.032
(  36, Solar_thermal )     1.462     1.462     1.462     1.462     1.462     1.462     1.462     1.462     1.462
(  37, Gas_CHP       )  2035.172  2035.172  2359.716  2035.172  2035.172  2035.172  2035.172  2035.172  2035.172
(  37, Heat_pump     )   437.780   437.780   385.143   437.780   437.780   437.780   437.780   437.780   437.780
(  37, Solar_PV      )   605.687   605.687   605.687   605.687   605.687   605.687   605.687   605.687   605.687
(  37, Solar_thermal )     6.193     6.193     6.193     6.193     6.193     6.193     6.193     6.193     6.193
(  38, Gas_CHP       )   786.942   786.942   786.942   786.942   786.942   786.942   786.942   786.942   786.942
(  38, Heat_pump     )   343.809   343.809   343.809   343.809   343.809   343.809   343.809   343.809   343.809
(  38, Solar_PV      )  2420.989  2420.989  2420.989  2420.989  2420.989  2420.989  2420.989  2420.989  2420.989
(  38, Solar_thermal )    24.754    24.754    24.754    24.754    24.754    24.754    24.754    24.754    24.754
(  39, Gas_CHP       )  2226.932  2226.932  2226.932  2226.932  2226.932  2226.932  2551.476  2226.932  2226.932
(  39, Heat_pump     )   566.780   566.780   566.780   566.780   566.780   566.780   514.143   566.780   566.780
(  39, Solar_PV      )  2238.206  2238.206  2238.206  2238.206  2238.206  2238.206  2238.206  2238.206  2238.206
(  39, Solar_thermal )    22.886    22.886    22.886    22.886    22.886    22.886    22.886    22.886    22.886
(  40, Gas_CHP       )   989.627   989.627   989.627   989.627   989.627   989.627   989.627   989.627   989.627
(  40, Heat_pump     )   159.475   159.475   159.475   159.475   159.475   159.475   159.475   159.475   159.475
(  40, Solar_PV      )  1288.979  1288.979  1288.979  1288.979  1288.979  1288.979  1288.979  1288.979  1288.979
(  40, Solar_thermal )    13.180    13.180    13.180    13.180    13.180    13.180    13.180    13.180    13.180
(  41, Gas_CHP       )  3150.279  3150.279  3150.279  3150.279  3150.279  3150.279  3150.279  3150.279  3150.279
(  41, Heat_pump     )   423.243   423.243   423.243   423.243   423.243   423.243   423.243   423.243   423.243
(  41, Solar_PV      )   133.456   133.456   133.456   133.456   133.456   133.456   133.456   133.456   133.456
(  41, Solar_thermal )     1.365     1.365     1.365     1.365     1.365     1.365     1.365     1.365     1.365
(  42, Gas_CHP       )  3403.206  3403.206  3403.206  3403.206  3403.206  3403.206  3403.206  3403.206  3403.206
(  42, Heat_pump     )    69.918    69.918    69.918    69.918    69.918    69.918    69.918    69.918    69.918
(  43, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  43, Heat_pump     )    37.281    37.281    37.281    37.281    37.281    37.281    37.281              37.281
(  44, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  44, Gas_boiler    )   261.392                                                                                
(  44, Heat_pump     )   110.497   187.281   187.281   187.281   187.281   187.281   187.281   187.281   187.281
(  45, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  46, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  47, Gas_CHP       )   963.391   963.391   963.391   963.391   963.391   963.391   963.391   963.391   963.391
(  48, Gas_CHP       )   963.391   963.391   963.391   963.391   963.391   963.391   963.391   963.391   963.391
(  49, Gas_CHP       )   693.205   693.205   693.205   693.205   693.205   963.391   693.205   693.205   693.205
(  50, Gas_CHP       )   828.285   828.285   828.285   828.285  1255.244   792.760   828.285   828.285   828.285
(  50, Heat_pump     )    21.912    21.912    21.912    21.912              11.255    21.912    21.912    21.912
(  51, Gas_CHP       )  1145.603   757.119   757.119   757.119   757.119   757.119   757.119   757.119   757.119
(  51, Heat_pump     )              33.455    33.455    33.455    33.455    33.455    33.455    33.455    33.455
(  52, Gas_CHP       )  1039.530  1039.530  1039.530  1039.530  1039.530  1364.073  1039.530  1039.530  1039.530
(  52, Heat_pump     )   143.901   143.901   143.901   143.901   143.901    91.264   143.901   143.901   143.901
(  53, Gas_CHP       )  1416.185  1416.185  1416.185  1416.185  1416.185  1416.185  1416.185  1416.185  1416.185
(  53, Heat_pump     )   237.500   237.500   237.500   237.500   237.500   237.500   237.500   237.500   237.500
(  54, Gas_CHP       )  1107.046  1107.046  1107.046  1107.046  1107.046  1107.046  1431.590  1107.046  1107.046
(  54, Heat_pump     )   132.951   132.951   132.951   132.951   132.951   132.951    80.314   132.951   132.951
(  55, Gas_CHP       )  1981.167  1981.167  2305.711  1981.167  1981.167  1981.167  1981.167  1981.167  1981.167
(  55, Heat_pump     )   303.679   303.679   251.043   303.679   303.679   303.679   303.679   303.679   303.679
(  56, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  56, Gas_boiler    )                                                                         510.638          
(  56, Heat_pump     )   343.531   343.531   343.531   343.531   343.531   343.531   343.531   193.531   343.531
(  57, Gas_CHP       )  3249.348  3249.348  3573.892  3249.348  3249.348  3249.348  3249.348  3249.348  3249.348
(  57, Heat_pump     )   566.702   566.702   514.065   566.702   566.702   566.702   566.702   566.702   566.702
(  57, Solar_PV      )    30.193    30.193    30.193    30.193    30.193    30.193    30.193    30.193    30.193
(  57, Solar_thermal )     0.309     0.309     0.309     0.309     0.309     0.309     0.309     0.309     0.309
(  58, Gas_CHP       )  3156.921  3156.921  3156.921  3156.921  3156.921  3156.921  3156.921  3156.921  3156.921
(  58, Heat_pump     )   584.641   584.641   584.641   584.641   584.641   584.641   584.641   584.641   584.641
(  58, Solar_PV      )   150.060   150.060   150.060   150.060   150.060   150.060   150.060   150.060   150.060
(  58, Solar_thermal )     1.534     1.534     1.534     1.534     1.534     1.534     1.534     1.534     1.534
(  59, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  59, Heat_pump     )   347.831   347.831   347.831   347.831   347.831   347.831   347.831   347.831   347.831
(  59, Solar_PV      )   263.652   263.652   263.652   263.652   263.652   263.652   263.652   263.652   263.652
(  59, Solar_thermal )     2.696     2.696     2.696     2.696     2.696     2.696     2.696     2.696     2.696
(  60, Gas_CHP       )  2237.211  2732.845  2237.211  2237.211  2237.211  2237.211  2237.211  2237.211  2237.211
(  60, Solar_PV      )   351.528   351.528   351.528   351.528   351.528   351.528   351.528   351.528   351.528
(  60, Solar_thermal )     3.594     3.594     3.594     3.594     3.594     3.594     3.594     3.594     3.594
(  61, Gas_CHP       )  2906.630  2803.426  2906.630  2906.630  3231.174  2906.630  2906.630  2906.630  2857.485
(  61, Heat_pump     )   460.830   429.869   460.830   460.830   408.193   460.830   460.830   460.830   446.086
(  61, Solar_PV      )   383.367   383.367   383.367   383.367   383.367   383.367   383.367   383.367   383.367
(  61, Solar_thermal )     3.920     3.920     3.920     3.920     3.920     3.920     3.920     3.920     3.920
(  62, Gas_CHP       )  1828.443  1828.443  1828.443  1828.443  1828.443  1828.443  1828.443  1828.443  2125.928
(  62, Solar_PV      )   349.432   349.432   349.432   349.432   349.432   349.432   349.432   349.432   349.432
(  62, Solar_thermal )     3.573     3.573     3.573     3.573     3.573     3.573     3.573     3.573     3.573
(  63, Gas_CHP       )  2502.764  2502.764  2502.764  2502.764  2502.764  2502.764  2502.764  2502.764  2827.308
(  63, Heat_pump     )   463.933   463.933   463.933   463.933   463.933   463.933   463.933   463.933   411.296
(  63, Solar_PV      )   314.616   314.616   314.616   314.616   314.616   314.616   314.616   314.616   314.616
(  63, Solar_thermal )     3.217     3.217     3.217     3.217     3.217     3.217     3.217     3.217     3.217
(  64, Gas_CHP       )  1600.084  1600.084  1600.084  1924.628  1600.084  1600.084  1600.084  1600.084  1600.084
(  64, Heat_pump     )    85.567    85.567    85.567    32.930    85.567    85.567    85.567    85.567    85.567
(  64, Solar_PV      )   157.772   157.772   157.772   157.772   157.772   157.772   157.772   157.772   157.772
(  64, Solar_thermal )     1.613     1.613     1.613     1.613     1.613     1.613     1.613     1.613     1.613
(  65, Gas_CHP       )  2563.102  2563.102  2563.102  2563.102  2563.102  2563.102  2563.102  2563.102  2563.102
(  65, Heat_pump     )   209.259   209.259   209.259   209.259   209.259   209.259   209.259   209.259   209.259
(  65, Solar_PV      )    25.888    25.888    25.888    25.888    25.888    25.888    25.888    25.888    25.888
(  65, Solar_thermal )     0.265     0.265     0.265     0.265     0.265     0.265     0.265     0.265     0.265
(  66, Gas_CHP       )  2803.024  2675.027  2717.605  2717.605  2770.815  2675.027  2717.605  2717.605  2675.027
(  66, Heat_pump     )   107.668    69.269    82.043    82.043    98.006    69.269    82.043    82.043    69.269
(  67, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  67, Heat_pump     )     1.344     1.344     1.344     1.344     1.344     1.344     1.344     1.344     1.344
(  68, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  69, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  69, Heat_pump     )              51.005    51.005    51.005              51.005    51.005    51.005    51.005
(  70, Gas_CHP       )  3495.709  3495.709  3633.333  3495.709  3495.709  3495.709  3495.709  3495.709  3495.709
(  71, Gas_CHP       )  1459.392  1459.392  1459.392  1926.782  1459.392  1459.392  1459.392  1459.392  1459.392
(  72, Gas_CHP       )   963.391   963.391   963.391   963.391   963.391   963.391   963.391   963.391   963.391
(  73, Gas_CHP       )   963.391   963.391   963.391   963.391   963.391   963.391   963.391   963.391   963.391
(  74, Gas_CHP       )  1377.946  1377.946  1377.946  1377.946  1377.946  1377.946  1377.946  1877.946  1377.946
(  75, Gas_CHP       )   860.675  1305.144   860.675   805.144   805.144   860.675   860.675   805.144   860.675
(  75, Heat_pump     )    16.659              16.659                        16.659    16.659              16.659
(  76, Gas_CHP       )  1240.255  1036.897  1240.255  1210.529  1188.041  1240.255  1240.255  1197.577  1240.255
(  76, Heat_pump     )   111.346    50.339   111.346   102.428    95.682   111.346   111.346    98.543   111.346
(  77, Gas_CHP       )  1816.267  1816.267  1816.267  1816.267  1816.267  1816.267  1816.267  1816.267  1816.267
(  77, Heat_pump     )   172.612   172.612   172.612   172.612   172.612   172.612   172.612   172.612   172.612
(  78, Gas_CHP       )  1365.252  1365.252  1365.252  1365.252  1365.252  1365.252  1365.252  1365.252  1365.252
(  78, Heat_pump     )    91.073    91.073    91.073    91.073    91.073    91.073    91.073    91.073    91.073
(  79, Gas_CHP       )  1750.789  1750.789  1750.789  2075.333  1750.789  1750.789  1750.789  1750.789  1750.789
(  79, Heat_pump     )   341.044   341.044   341.044   288.407   341.044   341.044   341.044   341.044   341.044
(  80, Gas_CHP       )  3147.629  3147.629  3147.629  3472.173  3147.629  3147.629  3147.629  3147.629  3147.629
(  80, Heat_pump     )   578.556   578.556   578.556   525.920   578.556   578.556   578.556   578.556   578.556
(  81, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  81, Heat_pump     )   347.871   347.871   347.871   347.871   347.871   347.871   347.871   347.871   347.871
(  81, Solar_PV      )   236.922   236.922   236.922   236.922   236.922   236.922   236.922   236.922   236.922
(  81, Solar_thermal )     2.423     2.423     2.423     2.423     2.423     2.423     2.423     2.423     2.423
(  82, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  82, Heat_pump     )   349.731   349.731   349.731   349.731   349.731   349.731   349.731   349.731   349.731
(  82, Solar_PV      )  1097.559  1097.559  1097.559  1097.559  1097.559  1097.559  1097.559  1097.559  1097.559
(  82, Solar_thermal )    11.222    11.222    11.222    11.222    11.222    11.222    11.222    11.222    11.222
(  83, Gas_CHP       )  3555.535  3555.535  3555.535  3555.535  3555.535  3555.535  3555.535  3555.535  3555.535
(  83, Heat_pump     )   514.190   514.190   514.190   514.190   514.190   514.190   514.190   514.190   514.190
(  83, Solar_PV      )  1970.436  1970.436  1970.436  1970.436  1970.436  1970.436  1970.436  1970.436  1970.436
(  83, Solar_thermal )    20.148    20.148    20.148    20.148    20.148    20.148    20.148    20.148    20.148
(  84, Gas_CHP       )  1513.705  1513.705  1513.705  1513.705  1513.705  1513.705  1513.705  1513.705  1513.705
(  84, Heat_pump     )    37.442    37.442    37.442    37.442    37.442    37.442    37.442    37.442    37.442
(  84, Solar_PV      )  3098.571  3098.571  3098.571  3098.571  3098.571  3098.571  3098.571  3098.571  3098.571
(  84, Solar_thermal )    31.683    31.683    31.683    31.683    31.683    31.683    31.683    31.683    31.683
(  85, Gas_CHP       )  3546.249  3546.249  3546.249  3546.249  3546.249  3546.249  3546.249  3546.249  3546.249
(  85, Heat_pump     )   354.625   354.625   354.625   354.625   354.625   354.625   354.625   354.625   354.625
(  85, Solar_PV      )  2061.448  2061.448  2061.448  2061.448  2061.448  2061.448  2061.448  2061.448  2061.448
(  85, Solar_thermal )    21.078    21.078    21.078    21.078    21.078    21.078    21.078    21.078    21.078
(  86, Gas_CHP       )  1629.094  2122.995  1629.094  1629.094  2129.094  1629.094  1766.246  1629.094  1629.094
(  86, Heat_pump     )                                                                41.146                    
(  86, Solar_PV      )   672.981   672.981   672.981   672.981   672.981   672.981   672.981   672.981   672.981
(  86, Solar_thermal )     6.881     6.881     6.881     6.881               6.881     6.881     6.881     6.881
(  87, Gas_CHP       )  3633.333  3627.602  3633.333  3633.333  3627.602  3633.333  3633.333  3633.333  3633.333
(  87, Gas_boiler    )                                                               208.867                    
(  87, Heat_pump     )   184.969   183.250   184.969   184.969   183.250   184.969    62.056   184.969   184.969
(  87, Solar_PV      )   932.594   932.594   932.594   932.594   932.594   932.594   932.594   932.594   932.594
(  87, Solar_thermal )     9.536     9.536     9.536     9.536     9.536     9.536     9.536     9.536     9.536
(  88, Gas_CHP       )  3003.226  3003.226  3003.226  3003.226  3003.226  3003.226  3003.226  3003.226  3003.226
(  88, Solar_PV      )   797.455   797.455   797.455   797.455   797.455   797.455   797.455   797.455   797.455
(  88, Solar_thermal )     8.154     8.154     8.154     8.154     8.154     8.154     8.154     8.154     8.154
(  89, Gas_CHP       )  3406.860  3361.752  3366.961  3361.752  3361.752  3406.860  3434.942  3361.752  3406.860
(  89, Heat_pump     )    93.172    79.640    81.202    79.640    79.640    93.172   101.597    79.640    93.172
(  89, Solar_PV      )    85.982    85.982    85.982    85.982    85.982    85.982    85.982    85.982    85.982
(  89, Solar_thermal )     0.879     0.879     0.879     0.879     0.879     0.879     0.879     0.879     0.879
(  90, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  91, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  91, Heat_pump     )     1.344     1.344     1.344     1.344     1.344     1.344     1.344     1.344     1.344
(  92, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  93, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  94, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
(  95, Gas_CHP       )  1426.782  1426.782  1926.782  1426.782  1426.782  1426.782  1426.782  1426.782  1426.782
(  96, Gas_CHP       )   463.391   463.391   463.391   463.391   463.391   463.391   463.391   463.391   463.391
(  97, Gas_CHP       )   463.391   463.391   463.391   463.391   463.391   963.391   463.391   463.391   463.391
(  98, Gas_CHP       )   463.391   463.391   463.391   463.391   463.391   963.391   963.391   463.391   463.391
(  99, Gas_CHP       )   963.391   963.391   963.391   963.391   963.391   963.391   963.391   963.391   963.391
( 100, Gas_CHP       )   966.091   966.091   966.091   966.091   966.091   966.091   966.091   966.091   966.091
( 101, Gas_CHP       )   658.532   658.532   658.532   658.532   658.532   658.532   658.532   658.532   658.532
( 102, Gas_CHP       )   581.221   581.221   581.221   581.221   581.221   581.221   581.221   581.221   581.221
( 103, Gas_CHP       )   694.344   694.344   709.780   694.344   694.344   694.344   694.344   694.344   694.344
( 103, Heat_pump     )    43.636    43.636    48.267    43.636    43.636    43.636    43.636    43.636    43.636
( 104, Gas_CHP       )  1405.937  1405.937  1578.426  1405.937  1405.937  1240.359  1272.134  1405.937  1405.937
( 104, Heat_pump     )   225.065   225.065   276.812   225.065   225.065   175.392   184.924   225.065   225.065
( 105, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3551.401  3633.333  3633.333  3633.333
( 105, Heat_pump     )   581.573   581.573   581.573   581.573   581.573   556.994   581.573   581.573   581.573
( 105, Solar_PV      )   236.801   236.801   236.801   236.801   236.801   236.801   236.801   236.801   236.801
( 105, Solar_thermal )     2.421     2.421     2.421     2.421     2.421     2.421     2.421     2.421     2.421
( 106, Gas_CHP       )  3066.614  3066.614  3066.614  3066.614  3066.614  3066.614  3066.614  3066.614  3066.614
( 106, Heat_pump     )   592.717   592.717   592.717   592.717   592.717   592.717   592.717   592.717   592.717
( 106, Solar_PV      )  1431.399  1431.399  1431.399  1431.399  1431.399  1431.399  1431.399  1431.399  1431.399
( 106, Solar_thermal )    14.636    14.636    14.636    14.636    14.636    14.636    14.636    14.636    14.636
( 107, Gas_CHP       )  2754.913  2754.913  2754.913  2754.913  2754.913  2754.913  2754.913  2754.913  2754.913
( 107, Heat_pump     )   578.846   578.846   578.846   578.846   578.846   578.846   578.846   578.846   578.846
( 107, Solar_PV      )  2741.227  2741.227  2741.227  2741.227  2741.227  2741.227  2741.227  2741.227  2741.227
( 107, Solar_thermal )    28.029    28.029    28.029    28.029    28.029    28.029    28.029    28.029    28.029
( 108, Gas_CHP       )  1529.292  1529.292  1204.748  1204.748  1204.748  1204.748  1204.748  1204.748  1529.292
( 108, Heat_pump     )    59.362    59.362   111.999   111.999   111.999   111.999   111.999   111.999    59.362
( 108, Solar_PV      )  3473.882  3473.882  3473.882  3473.882  3473.882  3473.882  3473.882  3473.882  3473.882
( 108, Solar_thermal )    35.520    35.520    35.520    35.520    35.520    35.520    35.520    35.520    35.520
( 109, Gas_CHP       )  2767.955  2767.955  2767.955  2767.955  2767.955  2767.955  2767.955  2767.955  2767.955
( 109, Heat_pump     )   325.643   325.643   325.643   325.643   325.643   325.643   325.643   325.643   325.643
( 109, Solar_PV      )  3481.539  3481.539  3481.539  3481.539  3481.539  3481.539  3481.539  3481.539  3481.539
( 109, Solar_thermal )    35.599    35.599    35.599    35.599    35.599    35.599    35.599    35.599    35.599
( 110, Gas_CHP       )  1713.083  1713.083  1713.083  1713.083  1713.083  1926.782  1713.083  1713.083  1713.083
( 110, Solar_PV      )  3079.210  3079.210  3079.210  3079.210  3079.210  3079.210  3079.210  3079.210  3079.210
( 110, Solar_thermal )    31.485    31.485    31.485    31.485    31.485              31.485    31.485    31.485
( 111, Gas_CHP       )  3472.406  3472.406  3633.333  3472.406  3472.406  3472.406  3472.406  3472.406  3472.406
( 111, Heat_pump     )   119.488   119.488    17.766   119.488   119.488   119.488   119.488   119.488   119.488
( 111, Solar_PV      )  2223.895  2223.895  2223.895  2223.895  2223.895  2223.895  2223.895  2223.895  2223.895
( 111, Solar_thermal )    22.739    22.739    22.739    22.739    22.739    22.739    22.739    22.739    22.739
( 112, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
( 112, Solar_PV      )   901.339   901.339   901.339   901.339   901.339   901.339   901.339   901.339   901.339
( 112, Solar_thermal )     9.216     9.216     9.216     9.216     9.216     9.216     9.216     9.216     9.216
( 113, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
( 113, Solar_PV      )    66.419    66.419    66.419    66.419    66.419    66.419    66.419    66.419    66.419
( 113, Solar_thermal )     0.679     0.679     0.679     0.679     0.679     0.679     0.679     0.679     0.679
( 114, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
( 114, Heat_pump     )   191.969   191.969   191.969   191.969   191.969   191.969   191.969   191.969   191.969
( 115, Gas_CHP       )  2890.173  2890.173  2890.173  2890.173  2890.173  2890.173  2890.173  2890.173  2890.173
( 116, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
( 117, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
( 117, Gas_boiler    )                       510.638   464.699   510.638                                        
( 117, Heat_pump     )   191.969   191.969    41.969    55.463    41.969   191.969   191.969   191.969   191.969
( 118, Gas_CHP       )  2549.334  2549.334  2549.334  2549.334  2549.334  2549.334  2549.334  2549.334  2549.334
( 119, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
( 119, Gas_boiler    )                       318.404                                                            
( 119, Heat_pump     )   150.000   150.000             150.000   150.000   150.000   150.000   150.000   150.000
( 120, Gas_CHP       )  2167.630  2167.630  2167.630  2167.630  2167.630  2167.630  2167.630  2167.630  2167.630
( 121, Gas_CHP       )   658.254   658.254   963.391   658.254   658.254   658.254   658.254   658.254   658.254
( 122, Gas_CHP       )   634.358   634.358   634.358   634.358   634.358   634.358   634.358   634.358   634.358
( 123, Gas_CHP       )   475.049   475.049   475.049   475.049   963.391   475.049   475.049   475.049   475.049
( 124, Gas_CHP       )   569.698   569.698   569.698   569.698   569.698   569.698  1069.698   569.698   569.698
( 125, Gas_CHP       )  1007.557  1007.557  1007.557  1007.557  1007.557  1007.557  1007.557  1507.557  1007.557
( 126, Gas_CHP       )   846.802   846.802  1288.979   846.802   827.812   846.802   823.204   821.797   846.802
( 126, Heat_pump     )    17.347    17.347              17.347    11.650    17.347    10.267     9.845    17.347
( 127, Gas_CHP       )  1555.941  1555.941  1494.491  1555.941  1880.485  1555.941  1555.941  1555.941  1555.941
( 127, Heat_pump     )    60.146    60.146    41.711    60.146     7.509    60.146    60.146    60.146    60.146
( 128, Gas_CHP       )  3132.042  3132.042  3132.042  3132.042  3132.042  3132.042  3132.042  3132.042  3132.042
( 128, Heat_pump     )    24.834    24.834    24.834    24.834    24.834    24.834    24.834    24.834    24.834
( 129, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
( 129, Gas_boiler    )   510.638                                                                         157.758
( 129, Heat_pump     )   354.405   504.405   504.405   504.405   504.405   504.405   504.405   504.405   458.064
( 129, Solar_PV      )    43.353    43.353    43.353    43.353    43.353    43.353    43.353    43.353    43.353
( 129, Solar_thermal )     0.443     0.443     0.443     0.443     0.443     0.443     0.443     0.443     0.443
( 130, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
