;;;#of times;de;;;
;;;;3956;19;;0.019
;;;;3957;8.5;;0.0085
;;;;3958;8.5;;0.0085
;;;;3959;8.5;;0.0085
;;;;3960;8.5;;0.0085
;;;;3961;1;;0.001
;;;;3962;1;;0.001
;;;;3963;1;;0.001
;;;;3964;1;;0.001
;;;;3965;6.5;;0.0065
;;;;3966;6.5;;0.0065
;;;;3967;6.5;;0.0065
;;;;3968;6.5;;0.0065
;;;;3969;19;;0.019
;;;;3970;19;;0.019
;;;;3971;19;;0.019
;;;;3972;19;;0.019
;;;;3973;7.86;;0.00786
;;;;3974;7.86;;0.00786
;;;;3975;7.86;;0.00786
;;;;3976;7.86;;0.00786
;;;;3977;16;;0.016
;;;;3978;16;;0.016
;;;;3979;16;;0.016
;;;;3980;16;;0.016
;;;;3981;7.5;;0.0075
;;;;3982;7.5;;0.0075
;;;;3983;7.5;;0.0075
;;;;3984;7.5;;0.0075
;;;;3985;0.8;;0.0008
;;;;3986;0.8;;0.0008
;;;;3987;0.8;;0.0008
;;;;3988;0.8;;0.0008
;;;;3989;1.4;;0.0014
;;;;3990;1.4;;0.0014
;;;;3991;1.4;;0.0014
;;;;3992;1.4;;0.0014
;;;;3993;2.2;;0.0022
;;;;3994;2.2;;0.0022
;;;;3995;2.2;;0.0022
;;;;3996;2.2;;0.0022
;;;;3997;1.8;;0.0018
;;;;3998;1.8;;0.0018
;;;;3999;1.8;;0.0018
;;;;4000;1.8;;0.0018
;;;;4001;3.25;;0.00325
;;;;4002;3.25;;0.00325
;;;;4003;3.25;;0.00325
;;;;4004;3.25;;0.00325
;;;;4005;1.99;;0.00199
;;;;4006;1.99;;0.00199
;;;;4007;1.99;;0.00199
;;;;4008;1.99;;0.00199
;;;;4009;0.7;;0.0007
;;;;4010;0.7;;0.0007
;;;;4011;0.7;;0.0007
;;;;4012;0.7;;0.0007
;;;;4013;1.2;;0.0012
;;;;4014;1.2;;0.0012
;;;;4015;1.2;;0.0012
;;;;4016;1.2;;0.0012
;;;;4017;1.5;;0.0015
;;;;4018;1.5;;0.0015
;;;;4019;1.5;;0.0015
;;;;4020;1.5;;0.0015
;;;;4021;1.4;;0.0014
;;;;4022;1.4;;0.0014
;;;;4023;1.4;;0.0014
;;;;4024;1.4;;0.0014
;;;;4025;1.5;;0.0015
;;;;4026;1.5;;0.0015
;;;;4027;1.5;;0.0015
;;;;4028;1.5;;0.0015
;;;;4029;1.61;;0.00161
;;;;4030;1.61;;0.00161
;;;;4031;1.61;;0.00161
;;;;4032;1.61;;0.00161
;;;;4033;0.7;;0.0007
;;;;4034;0.7;;0.0007
;;;;4035;0.7;;0.0007
;;;;4036;0.7;;0.0007
;;;;4037;4;;0.004
;;;;4038;4;;0.004
;;;;4039;4;;0.004
;;;;4040;4;;0.004
;;;;4041;13.67;;0.01367
;;;;4042;13.67;;0.01367
;;;;4043;13.67;;0.01367
;;;;4044;13.67;;0.01367
;;;;4045;5.09;;0.00509
;;;;4046;5.09;;0.00509
;;;;4047;5.09;;0.00509
;;;;4048;5.09;;0.00509
;;;;4049;13.09;;0.01309
;;;;4050;13.09;;0.01309
;;;;4051;13.09;;0.01309
;;;;4052;13.09;;0.01309
;;;;4053;5.09;;0.00509
;;;;4054;5.09;;0.00509
;;;;4055;5.09;;0.00509
;;;;4056;5.09;;0.00509
;;;;4057;1.5;;0.0015
;;;;4058;1.5;;0.0015
;;;;4059;1.5;;0.0015
;;;;4060;1.5;;0.0015
;;;;4061;3.5;;0.0035
;;;;4062;3.5;;0.0035
;;;;4063;3.5;;0.0035
;;;;4064;3.5;;0.0035
;;;;4065;12.5;;0.0125
;;;;4066;12.5;;0.0125
;;;;4067;12.5;;0.0125
;;;;4068;12.5;;0.0125
;;;;4069;4.5;;0.0045
;;;;4070;4.5;;0.0045
;;;;4071;4.5;;0.0045
;;;;4072;4.5;;0.0045
;;;;4073;11.09;;0.01109
;;;;4074;11.09;;0.01109
;;;;4075;11.09;;0.01109
;;;;4076;11.09;;0.01109
;;;;4077;4.09;;0.00409
;;;;4078;4.09;;0.00409
;;;;4079;4.09;;0.00409
;;;;4080;4.09;;0.00409
;;;;4081;1;;0.001
;;;;4082;1;;0.001
;;;;4083;1;;0.001
;;;;4084;1;;0.001
;;;;4085;3.33;;0.00333
;;;;4086;3.33;;0.00333
;;;;4087;3.33;;0.00333
;;;;4088;3.33;;0.00333
;;;;4089;12.09;;0.01209
;;;;4090;12.09;;0.01209
;;;;4091;12.09;;0.01209
;;;;4092;12.09;;0.01209
;;;;4093;4.5;;0.0045
;;;;4094;4.5;;0.0045
;;;;4095;4.5;;0.0045
;;;;4096;4.5;;0.0045
;;;;4097;11.09;;0.01109
;;;;4098;11.09;;0.01109
;;;;4099;11.09;;0.01109
;;;;4100;11.09;;0.01109
;;;;4101;4.09;;0.00409
;;;;4102;4.09;;0.00409
;;;;4103;4.09;;0.00409
;;;;4104;4.09;;0.00409
;;;;4105;0.9;;0.0009
;;;;4106;0.9;;0.0009
;;;;4107;0.9;;0.0009
;;;;4108;0.9;;0.0009
;;;;4109;3.2;;0.0032
;;;;4110;3.2;;0.0032
;;;;4111;3.2;;0.0032
;;;;4112;3.2;;0.0032
;;;;4113;11.86;;0.01186
;;;;4114;11.86;;0.01186
;;;;4115;11.86;;0.01186
;;;;4116;11.86;;0.01186
;;;;4117;4.1;;0.0041
;;;;4118;4.1;;0.0041
;;;;4119;4.1;;0.0041
;;;;4120;4.1;;0.0041
;;;;4121;9.98;;0.00998
;;;;4122;9.98;;0.00998
;;;;4123;9.98;;0.00998
;;;;4124;9.98;;0.00998
;;;;4125;3.69;;0.00369
;;;;4126;3.69;;0.00369
;;;;4127;3.69;;0.00369
;;;;4128;3.69;;0.00369
;;;;4129;0.72;;0.00072
;;;;4130;0.72;;0.00072
;;;;4131;0.72;;0.00072
;;;;4132;0.72;;0.00072
;;;;4133;2.5;;0.0025
;;;;4134;2.5;;0.0025
;;;;4135;2.5;;0.0025
;;;;4136;2.5;;0.0025
;;;;4137;9.9;;0.0099
;;;;4138;9.9;;0.0099
;;;;4139;9.9;;0.0099
;;;;4140;9.9;;0.0099
;;;;4141;3.5;;0.0035
;;;;4142;3.5;;0.0035
;;;;4143;3.5;;0.0035
;;;;4144;3.5;;0.0035
;;;;4145;8.7;;0.0087
;;;;4146;8.7;;0.0087
;;;;4147;8.7;;0.0087
;;;;4148;8.7;;0.0087
;;;;4149;3.22;;0.00322
;;;;4150;3.22;;0.00322
;;;;4151;3.22;;0.00322
;;;;4152;3.22;;0.00322
;;;;4153;0.6;;0.0006
;;;;4154;0.6;;0.0006
;;;;4155;0.6;;0.0006
;;;;4156;0.6;;0.0006
;;;;4157;0.8;;0.0008
;;;;4158;0.8;;0.0008
;;;;4159;0.8;;0.0008
;;;;4160;0.8;;0.0008
;;;;4161;1.5;;0.0015
;;;;4162;1.5;;0.0015
;;;;4163;1.5;;0.0015
;;;;4164;1.5;;0.0015
;;;;4165;1.5;;0.0015
;;;;4166;1.5;;0.0015
;;;;4167;1.5;;0.0015
;;;;4168;1.5;;0.0015
;;;;4169;1.5;;0.0015
;;;;4170;1.5;;0.0015
;;;;4171;1.5;;0.0015
;;;;4172;1.5;;0.0015
;;;;4173;1;;0.001
;;;;4174;1;;0.001
;;;;4175;1;;0.001
;;;;4176;1;;0.001
;;;;4177;0.42;;0.00042
;;;;4178;0.42;;0.00042
;;;;4179;0.42;;0.00042
;;;;4180;0.42;;0.00042
;;;;4181;0.65;;0.00065
;;;;4182;0.65;;0.00065
;;;;4183;0.65;;0.00065
;;;;4184;0.65;;0.00065
;;;;4185;0.9;;0.0009
;;;;4186;0.9;;0.0009
;;;;4187;0.9;;0.0009
;;;;4188;0.9;;0.0009
;;;;4189;1;;0.001
;;;;4190;1;;0.001
;;;;4191;1;;0.001
;;;;4192;1;;0.001
;;;;4193;1.1;;0.0011
;;;;4194;1.1;;0.0011
;;;;4195;1.1;;0.0011
;;;;4196;1.1;;0.0011
;;;;4197;0.9;;0.0009
;;;;4198;0.9;;0.0009
;;;;4199;0.9;;0.0009
;;;;4200;0.9;;0.0009
;;;;4201;0.7;;0.0007
;;;;4202;0.7;;0.0007
;;;;4203;0.7;;0.0007
;;;;4204;0.7;;0.0007
;;;;4205;2.9;;0.0029
;;;;4206;2.9;;0.0029
;;;;4207;2.9;;0.0029
;;;;4208;2.9;;0.0029
;;;;4209;12;;0.012
;;;;4210;12;;0.012
;;;;4211;12;;0.012
;;;;4212;12;;0.012
;;;;4213;3.5;;0.0035
;;;;4214;3.5;;0.0035
;;;;4215;3.5;;0.0035
;;;;4216;3.5;;0.0035
;;;;4217;8.04;;0.00804
;;;;4218;8.04;;0.00804
;;;;4219;8.04;;0.00804
;;;;4220;8.04;;0.00804
;;;;4221;3.8;;0.0038
;;;;4222;3.8;;0.0038
;;;;4223;3.8;;0.0038
;;;;4224;3.8;;0.0038
;;;;4225;0.6;;0.0006
;;;;4226;0.6;;0.0006
;;;;4227;0.6;;0.0006
;;;;4228;0.6;;0.0006
;;;;4229;2;;0.002
;;;;4230;2;;0.002
;;;;4231;2;;0.002
;;;;4232;2;;0.002
;;;;4233;9.25;;0.00925
;;;;4234;9.25;;0.00925
;;;;4235;9.25;;0.00925
;;;;4236;9.25;;0.00925
;;;;4237;3.04;;0.00304
;;;;4238;3.04;;0.00304
;;;;4239;3.04;;0.00304
;;;;4240;3.04;;0.00304
;;;;4241;7.2;;0.0072
;;;;4242;7.2;;0.0072
;;;;4243;7.2;;0.0072
;;;;4244;7.2;;0.0072
;;;;4245;3;;0.003
;;;;4246;3;;0.003
;;;;4247;3;;0.003
;;;;4248;3;;0.003
;;;;4249;0.55;;0.00055
;;;;4250;0.55;;0.00055
;;;;4251;0.55;;0.00055
;;;;4252;0.55;;0.00055
;;;;4253;1.6;;0.0016
;;;;4254;1.6;;0.0016
;;;;4255;1.6;;0.0016
;;;;4256;1.6;;0.0016
;;;;4257;9.8;;0.0098
;;;;4258;9.8;;0.0098
;;;;4259;9.8;;0.0098
;;;;4260;9.8;;0.0098
;;;;4261;2.9;;0.0029
;;;;4262;2.9;;0.0029
;;;;4263;2.9;;0.0029
;;;;4264;2.9;;0.0029
;;;;4265;6;;0.006
;;;;4266;6;;0.006
;;;;4267;6;;0.006
;;;;4268;6;;0.006
;;;;4269;3;;0.003
;;;;4270;3;;0.003
;;;;4271;3;;0.003
;;;;4272;3;;0.003
;;;;4273;0.5;;0.0005
;;;;4274;0.5;;0.0005
;;;;4275;0.5;;0.0005
;;;;4276;0.5;;0.0005
;;;;4277;1.6;;0.0016
;;;;4278;1.6;;0.0016
;;;;4279;1.6;;0.0016
;;;;4280;1.6;;0.0016
;;;;4281;8.48;;0.00848
;;;;4282;8.48;;0.00848
;;;;4283;8.48;;0.00848
;;;;4284;8.48;;0.00848
;;;;4285;2.6;;0.0026
;;;;4286;2.6;;0.0026
;;;;4287;2.6;;0.0026
;;;;4288;2.6;;0.0026
;;;;4289;5.7;;0.0057
;;;;4290;5.7;;0.0057
;;;;4291;5.7;;0.0057
;;;;4292;5.7;;0.0057
;;;;4293;2.1;;0.0021
;;;;4294;2.1;;0.0021
;;;;4295;2.1;;0.0021
;;;;4296;2.1;;0.0021
;;;;4297;0.4;;0.0004
;;;;4298;0.4;;0.0004
;;;;4299;0.4;;0.0004
;;;;4300;0.4;;0.0004
;;;;4301;1.6;;0.0016
;;;;4302;1.6;;0.0016
;;;;4303;1.6;;0.0016
;;;;4304;1.6;;0.0016
;;;;4305;7.94;;0.00794
;;;;4306;7.94;;0.00794
;;;;4307;7.94;;0.00794
;;;;4308;7.94;;0.00794
;;;;4309;2.2;;0.0022
;;;;4310;2.2;;0.0022
;;;;4311;2.2;;0.0022
;;;;4312;2.2;;0.0022
;;;;4313;5.29;;0.00529
;;;;4314;5.29;;0.00529
;;;;4315;5.29;;0.00529
;;;;4316;5.29;;0.00529
;;;;4317;3;;0.003
;;;;4318;3;;0.003
;;;;4319;3;;0.003
;;;;4320;3;;0.003
;;;;4321;0.4;;0.0004
;;;;4322;0.4;;0.0004
;;;;4323;0.4;;0.0004
;;;;4324;0.4;;0.0004
;;;;4325;0.7;;0.0007
;;;;4326;0.7;;0.0007
;;;;4327;0.7;;0.0007
;;;;4328;0.7;;0.0007
;;;;4329;1.3;;0.0013
;;;;4330;1.3;;0.0013
;;;;4331;1.3;;0.0013
;;;;4332;1.3;;0.0013
;;;;4333;1.3;;0.0013
;;;;4334;1.3;;0.0013
;;;;4335;1.3;;0.0013
;;;;4336;1.3;;0.0013
;;;;4337;1.4;;0.0014
;;;;4338;1.4;;0.0014
;;;;4339;1.4;;0.0014
;;;;4340;1.4;;0.0014
;;;;4341;1;;0.001
;;;;4342;1;;0.001
;;;;4343;1;;0.001
;;;;4344;1;;0.001
;;;;4345;0.4;;0.0004
;;;;4346;0.4;;0.0004
;;;;4347;0.4;;0.0004
;;;;4348;0.4;;0.0004
;;;;4349;0.51;;0.00051
;;;;4350;0.51;;0.00051
;;;;4351;0.51;;0.00051
;;;;4352;0.51;;0.00051
;;;;4353;0.7;;0.0007
;;;;4354;0.7;;0.0007
;;;;4355;0.7;;0.0007
;;;;4356;0.7;;0.0007
;;;;4357;1.3;;0.0013
;;;;4358;1.3;;0.0013
;;;;4359;1.3;;0.0013
;;;;4360;1.3;;0.0013
;;;;4361;0.93;;0.00093
;;;;4362;0.93;;0.00093
;;;;4363;0.93;;0.00093
;;;;4364;0.93;;0.00093
;;;;4365;0.7;;0.0007
;;;;4366;0.7;;0.0007
;;;;4367;0.7;;0.0007
;;;;4368;0.7;;0.0007
;;;;4369;0.7;;0.0007
;;;;4370;0.7;;0.0007
;;;;4371;0.7;;0.0007
;;;;4372;0.7;;0.0007
;;;;4373;3.4;;0.0034
;;;;4374;3.4;;0.0034
;;;;4375;3.4;;0.0034
;;;;4376;3.4;;0.0034
;;;;4377;12.3;;0.0123
;;;;4378;12.3;;0.0123
;;;;4379;12.3;;0.0123
;;;;4380;12.3;;0.0123
;;;;4381;5;;0.005
;;;;4382;5;;0.005
;;;;4383;5;;0.005
;;;;4384;5;;0.005
;;;;4385;8;;0.008
;;;;4386;8;;0.008
;;;;4387;8;;0.008
;;;;4388;8;;0.008
;;;;4389;4.48;;0.00448
;;;;4390;4.48;;0.00448
;;;;4391;4.48;;0.00448
;;;;4392;4.48;;0.00448
;;;;4393;0.4;;0.0004
;;;;4394;0.4;;0.0004
;;;;4395;0.4;;0.0004
;;;;4396;0.4;;0.0004
;;;;4397;3.3;;0.0033
;;;;4398;3.3;;0.0033
;;;;4399;3.3;;0.0033
;;;;4400;3.3;;0.0033
;;;;4401;29;;0.029
;;;;4402;29;;0.029
;;;;4403;29;;0.029
;;;;4404;29;;0.029
;;;;4405;11;;0.011
;;;;4406;11;;0.011
;;;;4407;11;;0.011
;;;;4408;11;;0.011
;;;;4409;39;;0.039
;;;;4410;39;;0.039
;;;;4411;39;;0.039
;;;;4412;39;;0.039
;;;;4413;14.9;;0.0149
;;;;4414;14.9;;0.0149
;;;;4415;14.9;;0.0149
;;;;4416;14.9;;0.0149
;;;;4417;0.4;;0.0004
;;;;4418;0.4;;0.0004
;;;;4419;0.4;;0.0004
;;;;4420;0.4;;0.0004
;;;;4421;2.6;;0.0026
;;;;4422;2.6;;0.0026
;;;;4423;2.6;;0.0026
;;;;4424;2.6;;0.0026
;;;;4425;22;;0.022
;;;;4426;22;;0.022
;;;;4427;22;;0.022
;;;;4428;22;;0.022
;;;;4429;10;;0.01
;;;;4430;10;;0.01
;;;;4431;10;;0.01
;;;;4432;10;;0.01
;;;;4433;19.3;;0.0193
;;;;4434;19.3;;0.0193
;;;;4435;19.3;;0.0193
;;;;4436;19.3;;0.0193
;;;;4437;8;;0.008
;;;;4438;8;;0.008
;;;;4439;8;;0.008
;;;;4440;8;;0.008
;;;;4441;0.31;;0.00031
;;;;4442;0.31;;0.00031
;;;;4443;0.31;;0.00031
;;;;4444;0.31;;0.00031
;;;;4445;2.3;;0.0023
;;;;4446;2.3;;0.0023
;;;;4447;2.3;;0.0023
;;;;4448;2.3;;0.0023
;;;;4449;16;;0.016
;;;;4450;16;;0.016
;;;;4451;16;;0.016
;;;;4452;16;;0.016
;;;;4453;9;;0.009
;;;;4454;9;;0.009
;;;;4455;9;;0.009
;;;;4456;9;;0.009
;;;;4457;15;;0.015
;;;;4458;15;;0.015
;;;;4459;15;;0.015
;;;;4460;15;;0.015
;;;;4461;6;;0.006
;;;;4462;6;;0.006
;;;;4463;6;;0.006
;;;;4464;6;;0.006
;;;;4465;0.3;;0.0003
;;;;4466;0.3;;0.0003
;;;;4467;0.3;;0.0003
;;;;4468;0.3;;0.0003
;;;;4469;2.2;;0.0022
;;;;4470;2.2;;0.0022
;;;;4471;2.2;;0.0022
;;;;4472;2.2;;0.0022
;;;;4473;15;;0.015
;;;;4474;15;;0.015
;;;;4475;15;;0.015
;;;;4476;15;;0.015
;;;;4477;8;;0.008
;;;;4478;8;;0.008
;;;;4479;8;;0.008
;;;;4480;8;;0.008
;;;;4481;13.2;;0.0132
;;;;4482;13.2;;0.0132
;;;;4483;13.2;;0.0132
;;;;4484;13.2;;0.0132
;;;;4485;6;;0.006
;;;;4486;6;;0.006
;;;;4487;6;;0.006
;;;;4488;6;;0.006
;;;;4489;0.3;;0.0003
;;;;4490;0.3;;0.0003
;;;;4491;0.3;;0.0003
;;;;4492;0.3;;0.0003
;;;;4493;1.4;;0.0014
;;;;4494;1.4;;0.0014
;;;;4495;1.4;;0.0014
;;;;4496;1.4;;0.0014
;;;;4497;3.2;;0.0032
;;;;4498;3.2;;0.0032
;;;;4499;3.2;;0.0032
;;;;4500;3.2;;0.0032
;;;;4501;2.7;;0.0027
;;;;4502;2.7;;0.0027
;;;;4503;2.7;;0.0027
;;;;4504;2.7;;0.0027
;;;;4505;4;;0.004
;;;;4506;4;;0.004
;;;;4507;4;;0.004
;;;;4508;4;;0.004
;;;;4509;3;;0.003
;;;;4510;3;;0.003
;;;;4511;3;;0.003
;;;;4512;3;;0.003
;;;;4513;0.4;;0.0004
;;;;4514;0.4;;0.0004
;;;;4515;0.4;;0.0004
;;;;4516;0.4;;0.0004
;;;;4517;1.4;;0.0014
;;;;4518;1.4;;0.0014
;;;;4519;1.4;;0.0014
;;;;4520;1.4;;0.0014
;;;;4521;4;;0.004
;;;;4522;4;;0.004
;;;;4523;4;;0.004
;;;;4524;4;;0.004
;;;;4525;2;;0.002
;;;;4526;2;;0.002
;;;;4527;2;;0.002
;;;;4528;2;;0.002
;;;;4529;4;;0.004
;;;;4530;4;;0.004
;;;;4531;4;;0.004
;;;;4532;4;;0.004
;;;;4533;3;;0.003
;;;;4534;3;;0.003
;;;;4535;3;;0.003
;;;;4536;3;;0.003
;;;;4537;1.8;;0.0018
;;;;4538;1.8;;0.0018
;;;;4539;1.8;;0.0018
;;;;4540;1.8;;0.0018
;;;;4541;4.4;;0.0044
;;;;4542;4.4;;0.0044
;;;;4543;4.4;;0.0044
;;;;4544;4.4;;0.0044
;;;;4545;22.5;;0.0225
;;;;4546;22.5;;0.0225
;;;;4547;22.5;;0.0225
;;;;4548;22.5;;0.0225
;;;;4549;7.2;;0.0072
;;;;4550;7.2;;0.0072
;;;;4551;7.2;;0.0072
;;;;4552;7.2;;0.0072
;;;;4553;12;;0.012
;;;;4554;12;;0.012
;;;;4555;12;;0.012
;;;;4556;12;;0.012
;;;;4557;6;;0.006
;;;;4558;6;;0.006
;;;;4559;6;;0.006
;;;;4560;6;;0.006
;;;;4561;2;;0.002
;;;;4562;2;;0.002
;;;;4563;2;;0.002
;;;;4564;2;;0.002
;;;;4565;5.72;;0.00572
;;;;4566;5.72;;0.00572
;;;;4567;5.72;;0.00572
;;;;4568;5.72;;0.00572
;;;;4569;22;;0.022
;;;;4570;22;;0.022
;;;;4571;22;;0.022
;;;;4572;22;;0.022
;;;;4573;6.8;;0.0068
;;;;4574;6.8;;0.0068
;;;;4575;6.8;;0.0068
;;;;4576;6.8;;0.0068
;;;;4577;19.8;;0.0198
;;;;4578;19.8;;0.0198
;;;;4579;19.8;;0.0198
;;;;4580;19.8;;0.0198
;;;;4581;9;;0.009
;;;;4582;9;;0.009
;;;;4583;9;;0.009
;;;;4584;9;;0.009
;;;;4585;1.4;;0.0014
;;;;4586;1.4;;0.0014
;;;;4587;1.4;;0.0014
;;;;4588;1.4;;0.0014
;;;;4589;19.5;;0.0195
;;;;4590;19.5;;0.0195
;;;;4591;19.5;;0.0195
;;;;4592;19.5;;0.0195
;;;;4593;27;;0.027
;;;;4594;27;;0.027
;;;;4595;27;;0.027
;;;;4596;27;;0.027
;;;;4597;5.7;;0.0057
;;;;4598;5.7;;0.0057
;;;;4599;5.7;;0.0057
;;;;4600;5.7;;0.0057
;;;;4601;24;;0.024
;;;;4602;24;;0.024
;;;;4603;24;;0.024
;;;;4604;24;;0.024
;;;;4605;8.5;;0.0085
;;;;4606;8.5;;0.0085
;;;;4607;8.5;;0.0085
;;;;4608;8.5;;0.0085
;;;;4609;1;;0.001
;;;;4610;1;;0.001
;;;;4611;1;;0.001
;;;;4612;1;;0.001
;;;;4613;8;;0.008
;;;;4614;8;;0.008
;;;;4615;8;;0.008
;;;;4616;8;;0.008
;;;;4617;26;;0.026
;;;;4618;26;;0.026
;;;;4619;26;;0.026
;;;;4620;26;;0.026
;;;;4621;5;;0.005
;;;;4622;5;;0.005
;;;;4623;5;;0.005
;;;;4624;5;;0.005
;;;;4625;18;;0.018
;;;;4626;18;;0.018
;;;;4627;18;;0.018
;;;;4628;18;;0.018
;;;;4629;7.9;;0.0079
;;;;4630;7.9;;0.0079
;;;;4631;7.9;;0.0079
;;;;4632;7.9;;0.0079
;;;;4633;0.86;;0.00086
;;;;4634;0.86;;0.00086
;;;;4635;0.86;;0.00086
;;;;4636;0.86;;0.00086
;;;;4637;5;;0.005
;;;;4638;5;;0.005
;;;;4639;5;;0.005
;;;;4640;5;;0.005
;;;;4641;17;;0.017
;;;;4642;17;;0.017
;;;;4643;17;;0.017
;;;;4644;17;;0.017
;;;;4645;4.4;;0.0044
;;;;4646;4.4;;0.0044
;;;;4647;4.4;;0.0044
;;;;4648;4.4;;0.0044
;;;;4649;12.99;;0.01299
;;;;4650;12.99;;0.01299
;;;;4651;12.99;;0.01299
;;;;4652;12.99;;0.01299
;;;;4653;6;;0.006
;;;;4654;6;;0.006
;;;;4655;6;;0.006
;;;;4656;6;;0.006
;;;;4657;0.7;;0.0007
;;;;4658;0.7;;0.0007
;;;;4659;0.7;;0.0007
;;;;4660;0.7;;0.0007
;;;;4661;1.7;;0.0017
;;;;4662;1.7;;0.0017
;;;;4663;1.7;;0.0017
;;;;4664;1.7;;0.0017
;;;;4665;2.5;;0.0025
;;;;4666;2.5;;0.0025
;;;;4667;2.5;;0.0025
;;;;4668;2.5;;0.0025
;;;;4669;1.4;;0.0014
;;;;4670;1.4;;0.0014
;;;;4671;1.4;;0.0014
;;;;4672;1.4;;0.0014
;;;;4673;2.99;;0.00299
;;;;4674;2.99;;0.00299
;;;;4675;2.99;;0.00299
;;;;4676;2.99;;0.00299
;;;;4677;2;;0.002
;;;;4678;2;;0.002
;;;;4679;2;;0.002
;;;;4680;2;;0.002
;;;;4681;1.4;;0.0014
;;;;4682;1.4;;0.0014
;;;;4683;1.4;;0.0014
;;;;4684;1.4;;0.0014
;;;;4685;6.6;;0.0066
;;;;4686;6.6;;0.0066
;;;;4687;6.6;;0.0066
;;;;4688;6.6;;0.0066
;;;;4689;5.6;;0.0056
;;;;4690;5.6;;0.0056
;;;;4691;5.6;;0.0056
;;;;4692;5.6;;0.0056
;;;;4693;2.5;;0.0025
;;;;4694;2.5;;0.0025
;;;;4695;2.5;;0.0025
;;;;4696;2.5;;0.0025
;;;;4697;14;;0.014
;;;;4698;14;;0.014
;;;;4699;14;;0.014
;;;;4700;14;;0.014
;;;;4701;6;;0.006
;;;;4702;6;;0.006
;;;;4703;6;;0.006
;;;;4704;6;;0.006
;;;;4705;1.4;;0.0014
;;;;4706;1.4;;0.0014
;;;;4707;1.4;;0.0014
;;;;4708;1.4;;0.0014
;;;;4709;25;;0.025
;;;;4710;25;;0.025
;;;;4711;25;;0.025
;;;;4712;25;;0.025
;;;;4713;36;;0.036
;;;;4714;36;;0.036
;;;;4715;36;;0.036
;;;;4716;36;;0.036
;;;;4717;30;;0.03
;;;;4718;30;;0.03
;;;;4719;30;;0.03
;;;;4720;30;;0.03
;;;;4721;32;;0.032
;;;;4722;32;;0.032
;;;;4723;32;;0.032
;;;;4724;32;;0.032
;;;;4725;16;;0.016
;;;;4726;16;;0.016
;;;;4727;16;;0.016
;;;;4728;16;;0.016
;;;;4729;1.2;;0.0012
;;;;4730;1.2;;0.0012
;;;;4731;1.2;;0.0012
;;;;4732;1.2;;0.0012
;;;;4733;25;;0.025
;;;;4734;25;;0.025
;;;;4735;25;;0.025
;;;;4736;25;;0.025
;;;;4737;47.8;;0.0478
;;;;4738;47.8;;0.0478
;;;;4739;47.8;;0.0478
;;;;4740;47.8;;0.0478
;;;;4741;38;;0.038
;;;;4742;38;;0.038
;;;;4743;38;;0.038
;;;;4744;38;;0.038
;;;;4745;45;;0.045
;;;;4746;45;;0.045
;;;;4747;45;;0.045
;;;;4748;45;;0.045
;;;;4749;24;;0.024
;;;;4750;24;;0.024
;;;;4751;24;;0.024
;;;;4752;24;;0.024
;;;;4753;1.5;;0.0015
;;;;4754;1.5;;0.0015
;;;;4755;1.5;;0.0015
;;;;4756;1.5;;0.0015
;;;;4757;22.7;;0.0227
;;;;4758;22.7;;0.0227
;;;;4759;22.7;;0.0227
;;;;4760;22.7;;0.0227
;;;;4761;46;;0.046
;;;;4762;46;;0.046
;;;;4763;46;;0.046
;;;;4764;46;;0.046
;;;;4765;39;;0.039
;;;;4766;39;;0.039
;;;;4767;39;;0.039
;;;;4768;39;;0.039
;;;;4769;47;;0.047
;;;;4770;47;;0.047
;;;;4771;47;;0.047
;;;;4772;47;;0.047
;;;;4773;26;;0.026
;;;;4774;26;;0.026
;;;;4775;26;;0.026
;;;;4776;26;;0.026
;;;;4777;1;;0.001
;;;;4778;1;;0.001
;;;;4779;1;;0.001
;;;;4780;1;;0.001
;;;;4781;21.8;;0.0218
;;;;4782;21.8;;0.0218
;;;;4783;21.8;;0.0218
;;;;4784;21.8;;0.0218
;;;;4785;42;;0.042
;;;;4786;42;;0.042
;;;;4787;42;;0.042
;;;;4788;42;;0.042
;;;;4789;36.4;;0.0364
;;;;4790;36.4;;0.0364
;;;;4791;36.4;;0.0364
;;;;4792;36.4;;0.0364
;;;;4793;44;;0.044
;;;;4794;44;;0.044
;;;;4795;44;;0.044
;;;;4796;44;;0.044
;;;;4797;23.8;;0.0238
;;;;4798;23.8;;0.0238
;;;;4799;23.8;;0.0238
;;;;4800;23.8;;0.0238
;;;;4801;0.9;;0.0009
;;;;4802;0.9;;0.0009
;;;;4803;0.9;;0.0009
;;;;4804;0.9;;0.0009
;;;;4805;19.1;;0.0191
;;;;4806;19.1;;0.0191
;;;;4807;19.1;;0.0191
;;;;4808;19.1;;0.0191
;;;;4809;38.6;;0.0386
;;;;4810;38.6;;0.0386
;;;;4811;38.6;;0.0386
;;;;4812;38.6;;0.0386
;;;;4813;32;;0.032
;;;;4814;32;;0.032
;;;;4815;32;;0.032
;;;;4816;32;;0.032
;;;;4817;40;;0.04
;;;;4818;40;;0.04
;;;;4819;40;;0.04
;;;;4820;40;;0.04
;;;;4821;18.7;;0.0187
;;;;4822;18.7;;0.0187
;;;;4823;18.7;;0.0187
;;;;4824;18.7;;0.0187
;;;;4825;1;;0.001
;;;;4826;1;;0.001
;;;;4827;1;;0.001
;;;;4828;1;;0.001
;;;;4829;4;;0.004
