;;;#of times;de;;;
;;;;7366;4.06;;0.00406
;;;;7367;4.06;;0.00406
;;;;7368;4.06;;0.00406
;;;;7369;0.95;;0.00095
;;;;7370;0.95;;0.00095
;;;;7371;0.95;;0.00095
;;;;7372;0.95;;0.00095
;;;;7373;2.2;;0.0022
;;;;7374;2.2;;0.0022
;;;;7375;2.2;;0.0022
;;;;7376;2.2;;0.0022
;;;;7377;3.89;;0.00389
;;;;7378;3.89;;0.00389
;;;;7379;3.89;;0.00389
;;;;7380;3.89;;0.00389
;;;;7381;2.4;;0.0024
;;;;7382;2.4;;0.0024
;;;;7383;2.4;;0.0024
;;;;7384;2.4;;0.0024
;;;;7385;3;;0.003
;;;;7386;3;;0.003
;;;;7387;3;;0.003
;;;;7388;3;;0.003
;;;;7389;2.47;;0.00247
;;;;7390;2.47;;0.00247
;;;;7391;2.47;;0.00247
;;;;7392;2.47;;0.00247
;;;;7393;6.5;;0.0065
;;;;7394;6.5;;0.0065
;;;;7395;6.5;;0.0065
;;;;7396;6.5;;0.0065
;;;;7397;60;;0.06
;;;;7398;60;;0.06
;;;;7399;60;;0.06
;;;;7400;60;;0.06
;;;;7401;235;;0.235
;;;;7402;235;;0.235
;;;;7403;235;;0.235
;;;;7404;235;;0.235
;;;;7405;200;;0.2
;;;;7406;200;;0.2
;;;;7407;200;;0.2
;;;;7408;200;;0.2
;;;;7409;299;;0.299
;;;;7410;299;;0.299
;;;;7411;299;;0.299
;;;;7412;299;;0.299
;;;;7413;106;;0.106
;;;;7414;106;;0.106
;;;;7415;106;;0.106
;;;;7416;106;;0.106
;;;;7417;7.5;;0.0075
;;;;7418;7.5;;0.0075
;;;;7419;7.5;;0.0075
;;;;7420;7.5;;0.0075
;;;;7421;64;;0.064
;;;;7422;64;;0.064
;;;;7423;64;;0.064
;;;;7424;64;;0.064
;;;;7425;220;;0.22
;;;;7426;220;;0.22
;;;;7427;220;;0.22
;;;;7428;220;;0.22
;;;;7429;180;;0.18
;;;;7430;180;;0.18
;;;;7431;180;;0.18
;;;;7432;180;;0.18
;;;;7433;290;;0.29
;;;;7434;290;;0.29
;;;;7435;290;;0.29
;;;;7436;290;;0.29
;;;;7437;99;;0.099
;;;;7438;99;;0.099
;;;;7439;99;;0.099
;;;;7440;99;;0.099
;;;;7441;6.9;;0.0069
;;;;7442;6.9;;0.0069
;;;;7443;6.9;;0.0069
;;;;7444;6.9;;0.0069
;;;;7445;52;;0.052
;;;;7446;52;;0.052
;;;;7447;52;;0.052
;;;;7448;52;;0.052
;;;;7449;183;;0.183
;;;;7450;183;;0.183
;;;;7451;183;;0.183
;;;;7452;183;;0.183
;;;;7453;148.3;;0.1483
;;;;7454;148.3;;0.1483
;;;;7455;148.3;;0.1483
;;;;7456;148.3;;0.1483
;;;;7457;213;;0.213
;;;;7458;213;;0.213
;;;;7459;213;;0.213
;;;;7460;213;;0.213
;;;;7461;77;;0.077
;;;;7462;77;;0.077
;;;;7463;77;;0.077
;;;;7464;77;;0.077
;;;;7465;4.7;;0.0047
;;;;7466;4.7;;0.0047
;;;;7467;4.7;;0.0047
;;;;7468;4.7;;0.0047
;;;;7469;43;;0.043
;;;;7470;43;;0.043
;;;;7471;43;;0.043
;;;;7472;43;;0.043
;;;;7473;149;;0.149
;;;;7474;149;;0.149
;;;;7475;149;;0.149
;;;;7476;149;;0.149
;;;;7477;117.7;;0.1177
;;;;7478;117.7;;0.1177
;;;;7479;117.7;;0.1177
;;;;7480;117.7;;0.1177
;;;;7481;149;;0.149
;;;;7482;149;;0.149
;;;;7483;149;;0.149
;;;;7484;149;;0.149
;;;;7485;58;;0.058
;;;;7486;58;;0.058
;;;;7487;58;;0.058
;;;;7488;58;;0.058
;;;;7489;4;;0.004
;;;;7490;4;;0.004
;;;;7491;4;;0.004
;;;;7492;4;;0.004
;;;;7493;25;;0.025
;;;;7494;25;;0.025
;;;;7495;25;;0.025
;;;;7496;25;;0.025
;;;;7497;70;;0.07
;;;;7498;70;;0.07
;;;;7499;70;;0.07
;;;;7500;70;;0.07
;;;;7501;55;;0.055
;;;;7502;55;;0.055
;;;;7503;55;;0.055
;;;;7504;55;;0.055
;;;;7505;69;;0.069
;;;;7506;69;;0.069
;;;;7507;69;;0.069
;;;;7508;69;;0.069
;;;;7509;32.15;;0.03215
;;;;7510;32.15;;0.03215
;;;;7511;32.15;;0.03215
;;;;7512;32.15;;0.03215
;;;;7513;3.5;;0.0035
;;;;7514;3.5;;0.0035
;;;;7515;3.5;;0.0035
;;;;7516;3.5;;0.0035
;;;;7517;3.5;;0.0035
;;;;7518;3.5;;0.0035
;;;;7519;3.5;;0.0035
;;;;7520;3.5;;0.0035
;;;;7521;3.03;;0.00303
;;;;7522;3.03;;0.00303
;;;;7523;3.03;;0.00303
;;;;7524;3.03;;0.00303
;;;;7525;4;;0.004
;;;;7526;4;;0.004
;;;;7527;4;;0.004
;;;;7528;4;;0.004
;;;;7529;3.69;;0.00369
;;;;7530;3.69;;0.00369
;;;;7531;3.69;;0.00369
;;;;7532;3.69;;0.00369
;;;;7533;3.04;;0.00304
;;;;7534;3.04;;0.00304
;;;;7535;3.04;;0.00304
;;;;7536;3.04;;0.00304
;;;;7537;2.5;;0.0025
;;;;7538;2.5;;0.0025
;;;;7539;2.5;;0.0025
;;;;7540;2.5;;0.0025
;;;;7541;3.25;;0.00325
;;;;7542;3.25;;0.00325
;;;;7543;3.25;;0.00325
;;;;7544;3.25;;0.00325
;;;;7545;2.2;;0.0022
;;;;7546;2.2;;0.0022
;;;;7547;2.2;;0.0022
;;;;7548;2.2;;0.0022
;;;;7549;2.2;;0.0022
;;;;7550;2.2;;0.0022
;;;;7551;2.2;;0.0022
;;;;7552;2.2;;0.0022
;;;;7553;3;;0.003
;;;;7554;3;;0.003
;;;;7555;3;;0.003
;;;;7556;3;;0.003
;;;;7557;2.2;;0.0022
;;;;7558;2.2;;0.0022
;;;;7559;2.2;;0.0022
;;;;7560;2.2;;0.0022
;;;;7561;3.3;;0.0033
;;;;7562;3.3;;0.0033
;;;;7563;3.3;;0.0033
;;;;7564;3.3;;0.0033
;;;;7565;19.8;;0.0198
;;;;7566;19.8;;0.0198
;;;;7567;19.8;;0.0198
;;;;7568;19.8;;0.0198
;;;;7569;45;;0.045
;;;;7570;45;;0.045
;;;;7571;45;;0.045
;;;;7572;45;;0.045
;;;;7573;40;;0.04
;;;;7574;40;;0.04
;;;;7575;40;;0.04
;;;;7576;40;;0.04
;;;;7577;50;;0.05
;;;;7578;50;;0.05
;;;;7579;50;;0.05
;;;;7580;50;;0.05
;;;;7581;25;;0.025
;;;;7582;25;;0.025
;;;;7583;25;;0.025
;;;;7584;25;;0.025
;;;;7585;2.8;;0.0028
;;;;7586;2.8;;0.0028
;;;;7587;2.8;;0.0028
;;;;7588;2.8;;0.0028
;;;;7589;11;;0.011
;;;;7590;11;;0.011
;;;;7591;11;;0.011
;;;;7592;11;;0.011
;;;;7593;33;;0.033
;;;;7594;33;;0.033
;;;;7595;33;;0.033
;;;;7596;33;;0.033
;;;;7597;39;;0.039
;;;;7598;39;;0.039
;;;;7599;39;;0.039
;;;;7600;39;;0.039
;;;;7601;35;;0.035
;;;;7602;35;;0.035
;;;;7603;35;;0.035
;;;;7604;35;;0.035
;;;;7605;21;;0.021
;;;;7606;21;;0.021
;;;;7607;21;;0.021
;;;;7608;21;;0.021
;;;;7609;4;;0.004
;;;;7610;4;;0.004
;;;;7611;4;;0.004
;;;;7612;4;;0.004
;;;;7613;9.2;;0.0092
;;;;7614;9.2;;0.0092
;;;;7615;9.2;;0.0092
;;;;7616;9.2;;0.0092
;;;;7617;25;;0.025
;;;;7618;25;;0.025
;;;;7619;25;;0.025
;;;;7620;25;;0.025
;;;;7621;16;;0.016
;;;;7622;16;;0.016
;;;;7623;16;;0.016
;;;;7624;16;;0.016
;;;;7625;25;;0.025
;;;;7626;25;;0.025
;;;;7627;25;;0.025
;;;;7628;25;;0.025
;;;;7629;16.6;;0.0166
;;;;7630;16.6;;0.0166
;;;;7631;16.6;;0.0166
;;;;7632;16.6;;0.0166
;;;;7633;4.3;;0.0043
;;;;7634;4.3;;0.0043
;;;;7635;4.3;;0.0043
;;;;7636;4.3;;0.0043
;;;;7637;50;;0.05
;;;;7638;50;;0.05
;;;;7639;50;;0.05
;;;;7640;50;;0.05
;;;;7641;24.72;;0.02472
;;;;7642;24.72;;0.02472
;;;;7643;24.72;;0.02472
;;;;7644;24.72;;0.02472
;;;;7645;26.45;;0.02645
;;;;7646;26.45;;0.02645
;;;;7647;26.45;;0.02645
;;;;7648;26.45;;0.02645
;;;;7649;30;;0.03
;;;;7650;30;;0.03
;;;;7651;30;;0.03
;;;;7652;30;;0.03
;;;;7653;24.04;;0.02404
;;;;7654;24.04;;0.02404
;;;;7655;24.04;;0.02404
;;;;7656;24.04;;0.02404
;;;;7657;4;;0.004
;;;;7658;4;;0.004
;;;;7659;4;;0.004
;;;;7660;4;;0.004
;;;;7661;22;;0.022
;;;;7662;22;;0.022
;;;;7663;22;;0.022
;;;;7664;22;;0.022
;;;;7665;20.9;;0.0209
;;;;7666;20.9;;0.0209
;;;;7667;20.9;;0.0209
;;;;7668;20.9;;0.0209
;;;;7669;15.9;;0.0159
;;;;7670;15.9;;0.0159
;;;;7671;15.9;;0.0159
;;;;7672;15.9;;0.0159
;;;;7673;25.8;;0.0258
;;;;7674;25.8;;0.0258
;;;;7675;25.8;;0.0258
;;;;7676;25.8;;0.0258
;;;;7677;16.5;;0.0165
;;;;7678;16.5;;0.0165
;;;;7679;16.5;;0.0165
;;;;7680;16.5;;0.0165
;;;;7681;2;;0.002
;;;;7682;2;;0.002
;;;;7683;2;;0.002
;;;;7684;2;;0.002
;;;;7685;3.2;;0.0032
;;;;7686;3.2;;0.0032
;;;;7687;3.2;;0.0032
;;;;7688;3.2;;0.0032
;;;;7689;3;;0.003
;;;;7690;3;;0.003
;;;;7691;3;;0.003
;;;;7692;3;;0.003
;;;;7693;2.8;;0.0028
;;;;7694;2.8;;0.0028
;;;;7695;2.8;;0.0028
;;;;7696;2.8;;0.0028
;;;;7697;3.5;;0.0035
;;;;7698;3.5;;0.0035
;;;;7699;3.5;;0.0035
;;;;7700;3.5;;0.0035
;;;;7701;2.9;;0.0029
;;;;7702;2.9;;0.0029
;;;;7703;2.9;;0.0029
;;;;7704;2.9;;0.0029
;;;;7705;3.75;;0.00375
;;;;7706;3.75;;0.00375
;;;;7707;3.75;;0.00375
;;;;7708;3.75;;0.00375
;;;;7709;8;;0.008
;;;;7710;8;;0.008
;;;;7711;8;;0.008
;;;;7712;8;;0.008
;;;;7713;2.7;;0.0027
;;;;7714;2.7;;0.0027
;;;;7715;2.7;;0.0027
;;;;7716;2.7;;0.0027
;;;;7717;3.06;;0.00306
;;;;7718;3.06;;0.00306
;;;;7719;3.06;;0.00306
;;;;7720;3.06;;0.00306
;;;;7721;2.9;;0.0029
;;;;7722;2.9;;0.0029
;;;;7723;2.9;;0.0029
;;;;7724;2.9;;0.0029
;;;;7725;7.9;;0.0079
;;;;7726;7.9;;0.0079
;;;;7727;7.9;;0.0079
;;;;7728;7.9;;0.0079
;;;;7729;1.9;;0.0019
;;;;7730;1.9;;0.0019
;;;;7731;1.9;;0.0019
;;;;7732;1.9;;0.0019
;;;;7733;11.52;;0.01152
;;;;7734;11.52;;0.01152
;;;;7735;11.52;;0.01152
;;;;7736;11.52;;0.01152
;;;;7737;18.8;;0.0188
;;;;7738;18.8;;0.0188
;;;;7739;18.8;;0.0188
;;;;7740;18.8;;0.0188
;;;;7741;13.05;;0.01305
;;;;7742;13.05;;0.01305
;;;;7743;13.05;;0.01305
;;;;7744;13.05;;0.01305
;;;;7745;16.7;;0.0167
;;;;7746;16.7;;0.0167
;;;;7747;16.7;;0.0167
;;;;7748;16.7;;0.0167
;;;;7749;17.55;;0.01755
;;;;7750;17.55;;0.01755
;;;;7751;17.55;;0.01755
;;;;7752;17.55;;0.01755
;;;;7753;1.32;;0.00132
;;;;7754;1.32;;0.00132
;;;;7755;1.32;;0.00132
;;;;7756;1.32;;0.00132
;;;;7757;10;;0.01
;;;;7758;10;;0.01
;;;;7759;10;;0.01
;;;;7760;10;;0.01
;;;;7761;17.44;;0.01744
;;;;7762;17.44;;0.01744
;;;;7763;17.44;;0.01744
;;;;7764;17.44;;0.01744
;;;;7765;20.55;;0.02055
;;;;7766;20.55;;0.02055
;;;;7767;20.55;;0.02055
;;;;7768;20.55;;0.02055
;;;;7769;16.7;;0.0167
;;;;7770;16.7;;0.0167
;;;;7771;16.7;;0.0167
;;;;7772;16.7;;0.0167
;;;;7773;17.55;;0.01755
;;;;7774;17.55;;0.01755
;;;;7775;17.55;;0.01755
;;;;7776;17.55;;0.01755
;;;;7777;1;;0.001
;;;;7778;1;;0.001
;;;;7779;1;;0.001
;;;;7780;1;;0.001
;;;;7781;7.5;;0.0075
;;;;7782;7.5;;0.0075
;;;;7783;7.5;;0.0075
;;;;7784;7.5;;0.0075
;;;;7785;13.99;;0.01399
;;;;7786;13.99;;0.01399
;;;;7787;13.99;;0.01399
;;;;7788;13.99;;0.01399
;;;;7789;9.99;;0.00999
;;;;7790;9.99;;0.00999
;;;;7791;9.99;;0.00999
;;;;7792;9.99;;0.00999
;;;;7793;12;;0.012
;;;;7794;12;;0.012
;;;;7795;12;;0.012
;;;;7796;12;;0.012
;;;;7797;9.9;;0.0099
;;;;7798;9.9;;0.0099
;;;;7799;9.9;;0.0099
;;;;7800;9.9;;0.0099
;;;;7801;0.9;;0.0009
;;;;7802;0.9;;0.0009
;;;;7803;0.9;;0.0009
;;;;7804;0.9;;0.0009
;;;;7805;5.2;;0.0052
;;;;7806;5.2;;0.0052
;;;;7807;5.2;;0.0052
;;;;7808;5.2;;0.0052
;;;;7809;9.8;;0.0098
;;;;7810;9.8;;0.0098
;;;;7811;9.8;;0.0098
;;;;7812;9.8;;0.0098
;;;;7813;7.69;;0.00769
;;;;7814;7.69;;0.00769
;;;;7815;7.69;;0.00769
;;;;7816;7.69;;0.00769
;;;;7817;7.79;;0.00779
;;;;7818;7.79;;0.00779
;;;;7819;7.79;;0.00779
;;;;7820;7.79;;0.00779
;;;;7821;6.9;;0.0069
;;;;7822;6.9;;0.0069
;;;;7823;6.9;;0.0069
;;;;7824;6.9;;0.0069
;;;;7825;0.78;;0.00078
;;;;7826;0.78;;0.00078
;;;;7827;0.78;;0.00078
;;;;7828;0.78;;0.00078
;;;;7829;4.41;;0.00441
;;;;7830;4.41;;0.00441
;;;;7831;4.41;;0.00441
;;;;7832;4.41;;0.00441
;;;;7833;8.86;;0.00886
;;;;7834;8.86;;0.00886
;;;;7835;8.86;;0.00886
;;;;7836;8.86;;0.00886
;;;;7837;4.09;;0.00409
;;;;7838;4.09;;0.00409
;;;;7839;4.09;;0.00409
;;;;7840;4.09;;0.00409
;;;;7841;6.94;;0.00694
;;;;7842;6.94;;0.00694
;;;;7843;6.94;;0.00694
;;;;7844;6.94;;0.00694
;;;;7845;5.4;;0.0054
;;;;7846;5.4;;0.0054
;;;;7847;5.4;;0.0054
;;;;7848;5.4;;0.0054
;;;;7849;0.35;;0.00035
;;;;7850;0.35;;0.00035
;;;;7851;0.35;;0.00035
;;;;7852;0.35;;0.00035
;;;;7853;1.2;;0.0012
;;;;7854;1.2;;0.0012
;;;;7855;1.2;;0.0012
;;;;7856;1.2;;0.0012
;;;;7857;2.8;;0.0028
;;;;7858;2.8;;0.0028
;;;;7859;2.8;;0.0028
;;;;7860;2.8;;0.0028
;;;;7861;1.8;;0.0018
;;;;7862;1.8;;0.0018
;;;;7863;1.8;;0.0018
;;;;7864;1.8;;0.0018
;;;;7865;2.96;;0.00296
;;;;7866;2.96;;0.00296
;;;;7867;2.96;;0.00296
;;;;7868;2.96;;0.00296
;;;;7869;2.28;;0.00228
;;;;7870;2.28;;0.00228
;;;;7871;2.28;;0.00228
;;;;7872;2.28;;0.00228
;;;;7873;0.32;;0.00032
;;;;7874;0.32;;0.00032
;;;;7875;0.32;;0.00032
;;;;7876;0.32;;0.00032
;;;;7877;1.1;;0.0011
;;;;7878;1.1;;0.0011
;;;;7879;1.1;;0.0011
;;;;7880;1.1;;0.0011
;;;;7881;1.8;;0.0018
;;;;7882;1.8;;0.0018
;;;;7883;1.8;;0.0018
;;;;7884;1.8;;0.0018
;;;;7885;1.49;;0.00149
;;;;7886;1.49;;0.00149
;;;;7887;1.49;;0.00149
;;;;7888;1.49;;0.00149
;;;;7889;2.8;;0.0028
;;;;7890;2.8;;0.0028
;;;;7891;2.8;;0.0028
;;;;7892;2.8;;0.0028
;;;;7893;1.79;;0.00179
;;;;7894;1.79;;0.00179
;;;;7895;1.79;;0.00179
;;;;7896;1.79;;0.00179
;;;;7897;3;;0.003
;;;;7898;3;;0.003
;;;;7899;3;;0.003
;;;;7900;3;;0.003
;;;;7901;15;;0.015
;;;;7902;15;;0.015
;;;;7903;15;;0.015
;;;;7904;15;;0.015
;;;;7905;35;;0.035
;;;;7906;35;;0.035
;;;;7907;35;;0.035
;;;;7908;35;;0.035
;;;;7909;30;;0.03
;;;;7910;30;;0.03
;;;;7911;30;;0.03
;;;;7912;30;;0.03
;;;;7913;48;;0.048
;;;;7914;48;;0.048
;;;;7915;48;;0.048
;;;;7916;48;;0.048
;;;;7917;34;;0.034
;;;;7918;34;;0.034
;;;;7919;34;;0.034
;;;;7920;34;;0.034
;;;;7921;2.95;;0.00295
;;;;7922;2.95;;0.00295
;;;;7923;2.95;;0.00295
;;;;7924;2.95;;0.00295
;;;;7925;14.4;;0.0144
;;;;7926;14.4;;0.0144
;;;;7927;14.4;;0.0144
;;;;7928;14.4;;0.0144
;;;;7929;34.8;;0.0348
;;;;7930;34.8;;0.0348
;;;;7931;34.8;;0.0348
;;;;7932;34.8;;0.0348
;;;;7933;26.25;;0.02625
;;;;7934;26.25;;0.02625
;;;;7935;26.25;;0.02625
;;;;7936;26.25;;0.02625
;;;;7937;45;;0.045
;;;;7938;45;;0.045
;;;;7939;45;;0.045
;;;;7940;45;;0.045
;;;;7941;35;;0.035
;;;;7942;35;;0.035
;;;;7943;35;;0.035
;;;;7944;35;;0.035
;;;;7945;2.5;;0.0025
;;;;7946;2.5;;0.0025
;;;;7947;2.5;;0.0025
;;;;7948;2.5;;0.0025
;;;;7949;12.8;;0.0128
;;;;7950;12.8;;0.0128
;;;;7951;12.8;;0.0128
;;;;7952;12.8;;0.0128
;;;;7953;32.85;;0.03285
;;;;7954;32.85;;0.03285
;;;;7955;32.85;;0.03285
;;;;7956;32.85;;0.03285
;;;;7957;35.2;;0.0352
;;;;7958;35.2;;0.0352
;;;;7959;35.2;;0.0352
;;;;7960;35.2;;0.0352
;;;;7961;75;;0.075
;;;;7962;75;;0.075
;;;;7963;75;;0.075
;;;;7964;75;;0.075
;;;;7965;32;;0.032
;;;;7966;32;;0.032
;;;;7967;32;;0.032
;;;;7968;32;;0.032
;;;;7969;2.3;;0.0023
;;;;7970;2.3;;0.0023
;;;;7971;2.3;;0.0023
;;;;7972;2.3;;0.0023
;;;;7973;12.4;;0.0124
;;;;7974;12.4;;0.0124
;;;;7975;12.4;;0.0124
;;;;7976;12.4;;0.0124
;;;;7977;49.2;;0.0492
;;;;7978;49.2;;0.0492
;;;;7979;49.2;;0.0492
;;;;7980;49.2;;0.0492
;;;;7981;32;;0.032
;;;;7982;32;;0.032
;;;;7983;32;;0.032
;;;;7984;32;;0.032
;;;;7985;74;;0.074
;;;;7986;74;;0.074
;;;;7987;74;;0.074
;;;;7988;74;;0.074
;;;;7989;28;;0.028
;;;;7990;28;;0.028
;;;;7991;28;;0.028
;;;;7992;28;;0.028
;;;;7993;2.1;;0.0021
;;;;7994;2.1;;0.0021
;;;;7995;2.1;;0.0021
;;;;7996;2.1;;0.0021
;;;;7997;13.2;;0.0132
;;;;7998;13.2;;0.0132
;;;;7999;13.2;;0.0132
;;;;8000;13.2;;0.0132
;;;;8001;66;;0.066
;;;;8002;66;;0.066
;;;;8003;66;;0.066
;;;;8004;66;;0.066
;;;;8005;32.8;;0.0328
;;;;8006;32.8;;0.0328
;;;;8007;32.8;;0.0328
;;;;8008;32.8;;0.0328
;;;;8009;78.2;;0.0782
;;;;8010;78.2;;0.0782
;;;;8011;78.2;;0.0782
;;;;8012;78.2;;0.0782
;;;;8013;26.75;;0.02675
;;;;8014;26.75;;0.02675
;;;;8015;26.75;;0.02675
;;;;8016;26.75;;0.02675
;;;;8017;1.2;;0.0012
;;;;8018;1.2;;0.0012
;;;;8019;1.2;;0.0012
;;;;8020;1.2;;0.0012
;;;;8021;4.6;;0.0046
;;;;8022;4.6;;0.0046
;;;;8023;4.6;;0.0046
;;;;8024;4.6;;0.0046
;;;;8025;16;;0.016
;;;;8026;16;;0.016
;;;;8027;16;;0.016
;;;;8028;16;;0.016
;;;;8029;9.2;;0.0092
;;;;8030;9.2;;0.0092
;;;;8031;9.2;;0.0092
;;;;8032;9.2;;0.0092
;;;;8033;21;;0.021
;;;;8034;21;;0.021
;;;;8035;21;;0.021
;;;;8036;21;;0.021
;;;;8037;11;;0.011
;;;;8038;11;;0.011
;;;;8039;11;;0.011
;;;;8040;11;;0.011
;;;;8041;0.99;;0.00099
;;;;8042;0.99;;0.00099
;;;;8043;0.99;;0.00099
;;;;8044;0.99;;0.00099
;;;;8045;2.2;;0.0022
;;;;8046;2.2;;0.0022
;;;;8047;2.2;;0.0022
;;;;8048;2.2;;0.0022
;;;;8049;6.47;;0.00647
;;;;8050;6.47;;0.00647
;;;;8051;6.47;;0.00647
;;;;8052;6.47;;0.00647
;;;;8053;7;;0.007
;;;;8054;7;;0.007
;;;;8055;7;;0.007
;;;;8056;7;;0.007
;;;;8057;9.99;;0.00999
;;;;8058;9.99;;0.00999
;;;;8059;9.99;;0.00999
;;;;8060;9.99;;0.00999
;;;;8061;5.47;;0.00547
;;;;8062;5.47;;0.00547
;;;;8063;5.47;;0.00547
;;;;8064;5.47;;0.00547
;;;;8065;2;;0.002
;;;;8066;2;;0.002
;;;;8067;2;;0.002
;;;;8068;2;;0.002
;;;;8069;12.6;;0.0126
;;;;8070;12.6;;0.0126
;;;;8071;12.6;;0.0126
;;;;8072;12.6;;0.0126
;;;;8073;48;;0.048
;;;;8074;48;;0.048
;;;;8075;48;;0.048
;;;;8076;48;;0.048
;;;;8077;25;;0.025
;;;;8078;25;;0.025
;;;;8079;25;;0.025
;;;;8080;25;;0.025
;;;;8081;64;;0.064
;;;;8082;64;;0.064
;;;;8083;64;;0.064
;;;;8084;64;;0.064
;;;;8085;25;;0.025
;;;;8086;25;;0.025
;;;;8087;25;;0.025
;;;;8088;25;;0.025
;;;;8089;1.7;;0.0017
;;;;8090;1.7;;0.0017
;;;;8091;1.7;;0.0017
;;;;8092;1.7;;0.0017
;;;;8093;10;;0.01
;;;;8094;10;;0.01
;;;;8095;10;;0.01
;;;;8096;10;;0.01
;;;;8097;35.16;;0.03516
;;;;8098;35.16;;0.03516
;;;;8099;35.16;;0.03516
;;;;8100;35.16;;0.03516
;;;;8101;22.62;;0.02262
;;;;8102;22.62;;0.02262
;;;;8103;22.62;;0.02262
;;;;8104;22.62;;0.02262
;;;;8105;51;;0.051
;;;;8106;51;;0.051
;;;;8107;51;;0.051
;;;;8108;51;;0.051
;;;;8109;22.5;;0.0225
;;;;8110;22.5;;0.0225
;;;;8111;22.5;;0.0225
;;;;8112;22.5;;0.0225
;;;;8113;1.69;;0.00169
;;;;8114;1.69;;0.00169
;;;;8115;1.69;;0.00169
;;;;8116;1.69;;0.00169
;;;;8117;9.27;;0.00927
;;;;8118;9.27;;0.00927
;;;;8119;9.27;;0.00927
;;;;8120;9.27;;0.00927
;;;;8121;32.99;;0.03299
;;;;8122;32.99;;0.03299
;;;;8123;32.99;;0.03299
;;;;8124;32.99;;0.03299
;;;;8125;19.1;;0.0191
;;;;8126;19.1;;0.0191
;;;;8127;19.1;;0.0191
;;;;8128;19.1;;0.0191
;;;;8129;47.52;;0.04752
;;;;8130;47.52;;0.04752
;;;;8131;47.52;;0.04752
;;;;8132;47.52;;0.04752
;;;;8133;20;;0.02
;;;;8134;20;;0.02
;;;;8135;20;;0.02
;;;;8136;20;;0.02
;;;;8137;1.49;;0.00149
;;;;8138;1.49;;0.00149
;;;;8139;1.49;;0.00149
;;;;8140;1.49;;0.00149
;;;;8141;8;;0.008
;;;;8142;8;;0.008
;;;;8143;8;;0.008
;;;;8144;8;;0.008
;;;;8145;28;;0.028
;;;;8146;28;;0.028
;;;;8147;28;;0.028
;;;;8148;28;;0.028
;;;;8149;17;;0.017
;;;;8150;17;;0.017
;;;;8151;17;;0.017
;;;;8152;17;;0.017
;;;;8153;42;;0.042
;;;;8154;42;;0.042
;;;;8155;42;;0.042
;;;;8156;42;;0.042
;;;;8157;18.99;;0.01899
;;;;8158;18.99;;0.01899
;;;;8159;18.99;;0.01899
;;;;8160;18.99;;0.01899
;;;;8161;1.29;;0.00129
;;;;8162;1.29;;0.00129
;;;;8163;1.29;;0.00129
;;;;8164;1.29;;0.00129
;;;;8165;6.91;;0.00691
;;;;8166;6.91;;0.00691
;;;;8167;6.91;;0.00691
;;;;8168;6.91;;0.00691
;;;;8169;25;;0.025
;;;;8170;25;;0.025
;;;;8171;25;;0.025
;;;;8172;25;;0.025
;;;;8173;15.99;;0.01599
;;;;8174;15.99;;0.01599
;;;;8175;15.99;;0.01599
;;;;8176;15.99;;0.01599
;;;;8177;36.92;;0.03692
;;;;8178;36.92;;0.03692
;;;;8179;36.92;;0.03692
;;;;8180;36.92;;0.03692
;;;;8181;15.5;;0.0155
;;;;8182;15.5;;0.0155
;;;;8183;15.5;;0.0155
;;;;8184;15.5;;0.0155
;;;;8185;1.09;;0.00109
;;;;8186;1.09;;0.00109
;;;;8187;1.09;;0.00109
;;;;8188;1.09;;0.00109
;;;;8189;3.5;;0.0035
;;;;8190;3.5;;0.0035
;;;;8191;3.5;;0.0035
;;;;8192;3.5;;0.0035
;;;;8193;11;;0.011
;;;;8194;11;;0.011
;;;;8195;11;;0.011
;;;;8196;11;;0.011
;;;;8197;8;;0.008
;;;;8198;8;;0.008
;;;;8199;8;;0.008
;;;;8200;8;;0.008
;;;;8201;12.5;;0.0125
;;;;8202;12.5;;0.0125
;;;;8203;12.5;;0.0125
;;;;8204;12.5;;0.0125
;;;;8205;8.6;;0.0086
;;;;8206;8.6;;0.0086
;;;;8207;8.6;;0.0086
;;;;8208;8.6;;0.0086
;;;;8209;0.95;;0.00095
;;;;8210;0.95;;0.00095
;;;;8211;0.95;;0.00095
;;;;8212;0.95;;0.00095
;;;;8213;1.99;;0.00199
;;;;8214;1.99;;0.00199
;;;;8215;1.99;;0.00199
;;;;8216;1.99;;0.00199
;;;;8217;5.8;;0.0058
;;;;8218;5.8;;0.0058
;;;;8219;5.8;;0.0058
;;;;8220;5.8;;0.0058
;;;;8221;5.4;;0.0054
;;;;8222;5.4;;0.0054
;;;;8223;5.4;;0.0054
;;;;8224;5.4;;0.0054
;;;;8225;9.99;;0.00999
;;;;8226;9.99;;0.00999
;;;;8227;9.99;;0.00999
;;;;8228;9.99;;0.00999
;;;;8229;5.12;;0.00512
;;;;8230;5.12;;0.00512
;;;;8231;5.12;;0.00512
;;;;8232;5.12;;0.00512
;;;;8233;1.2;;0.0012
;;;;8234;1.2;;0.0012
;;;;8235;1.2;;0.0012
;;;;8236;1.2;;0.0012
;;;;8237;6;;0.006
;;;;8238;6;;0.006
;;;;8239;6;;0.006
;;;;8240;6;;0.006
;;;;8241;20;;0.02
;;;;8242;20;;0.02
;;;;8243;20;;0.02
;;;;8244;20;;0.02
;;;;8245;10.35;;0.01035
;;;;8246;10.35;;0.01035
;;;;8247;10.35;;0.01035
